AddressGUID,AddressID,Region,State_Province,City,PostalCode,CustomerGUID
2a094834-09c8-4f98-bcd0-79a251e424c5,712,Central,Texas,Austin,78745,c352700f-4b1d-4a74-b77e-3d69b6b4e671
c1a93a90-eb77-4a1f-a56e-207796424737,713,Central,Texas,Baytown,77520,03cf51ed-db9c-4cb1-86e2-c5d8f7723f8a
86a76b6d-ad3a-42d3-91d8-2f3d33c8aa9c,714,Central,Texas,Beaumont,77705,3cfe77c4-3f39-4a57-bb9f-5a1de78a4e0e
f61e4985-cefa-4083-8f10-46cb10467ad8,715,Central,Texas,Bedford,76021,059b4b99-a05a-479a-9b0c-3dda9888609b
21e3775d-e572-45f7-a689-dffd68fb1f13,716,Central,Minnesota,Prior Lake,55372,de737860-b3f3-4fac-87f7-2919c0717f48
c560f979-4712-4f15-91d6-96d0aaf470a0,717,West,Nevada,Sparks,89431,339f5104-b134-4dc2-a427-3cb64b4657a2
687a18dc-a3a7-434b-bb15-69710f6295b4,718,East,District of Columbia,Washington,20024,7330b375-a1f2-41ec-b639-0b53e77fb735
b0153e52-18b6-4f1f-9592-4f5400a5d8d0,719,West,Idaho,Eagle,83616,a013ead0-6208-48f1-9e78-97572958b07e
145c4710-d747-4020-8d75-cd308555fcf9,720,Central,Texas,Denton,76201,510a59e0-2f8a-4eb7-916d-11c234db4123
f4118c5a-f51d-4d86-95e1-ed1e71b70e3a,721,South,Florida,Belle Glade,33430,f2cb1ca5-531e-4a87-b1a9-be8174f41e7a
553c6724-59d1-48a6-8022-b30633a486a1,722,East,New York,New York City,10039,068865e8-c366-4428-8264-4b705251c19f
4d082909-57cd-432d-8406-2cd9376d86c7,723,East,Pennsylvania,Altoona,16602,30942dfb-6432-4d73-a322-982e76ea972b
248b6531-ca78-481c-912d-bec70a37a9b7,724,West,California,Modesto,95351,6b529732-c492-4713-8589-6ec1f3b7750c
a7afcb71-90de-48d2-b00c-a2e89dfa11e7,725,East,Maine,Augusta,4330,7c8d5216-29d8-4fc2-9b6c-f02c4e9ab39d
5212fd39-d413-42b9-9eac-a9826e45613b,726,East,Massachusetts,Wilmington,1887,4ac895b1-32b0-4af2-84c2-992c8e1989ee
ea43e9d3-9ae2-4748-a993-76e24f92a1fb,727,East,New Jersey,Elizabeth,7201,53a71932-e401-4484-9396-bb8de17c91ff
dd430316-738e-47e8-ab92-3f0ce47e9cc3,728,East,New Jersey,Paramus,7652,86cd2b13-3e13-4aba-8cc7-f72b09c27185
343b61e0-3a01-4174-a1b1-8c7276690dd5,729,South,Kentucky,Henderson,42420,8807a321-7a74-4433-9930-1196e23850da
676dd265-4676-4851-a4c6-fba8b04d0d16,730,South,Kentucky,Hopkinsville,42240,89825d76-aa30-4016-8ddb-3acbade8b372
c277e3cb-b21b-4ccf-a1e5-c8a73cfb9e60,731,South,Arkansas,Texarkana,71854,489ff08c-e76d-44bd-bddf-0b98220ea4ca
c4fc23aa-a197-4b3a-87c7-24c12c47686a,732,East,West Virginia,Wheeling,26003,fc38a0f9-035b-43b2-8cd9-2fd364126c34
c57083ef-b855-4e08-9bc4-3b428e1732e4,733,East,Maryland,Camp Springs,20746,39d4ab94-0b41-46c0-a22f-5decdb5cdc60
6fa14956-5fa5-49b3-93ff-ada5ae7db7dc,734,Central,Texas,Brownsville,78521,cb207f2e-09bf-47d1-a8b3-d71a1456f863
6f680e18-8a62-4725-88dc-41a8cef1125a,735,Central,Texas,Bryan,77803,452dcfbe-2764-47d4-afd7-e300b14700b3
27a597ed-219f-4e60-a853-e57dcff4f147,736,Central,Texas,Burleson,76028,f4e4baf6-2208-4e70-be02-daf851297d01
6234c4e2-53ef-46ab-a99b-36a394120e8e,737,West,California,Rancho Cucamonga,91730,cd8f748e-1e03-492f-aa6b-559c6a7fe2eb
757f7007-1f6c-4926-8d01-b490b5d7c3e1,738,West,California,Redding,96003,29697974-285a-45cd-9b99-718125f6aed0
96b885e7-b3df-49eb-ad39-b9dbde72790f,739,West,California,Redlands,92374,545215ce-471e-4cc0-9b44-5782dc55d857
c677af93-4686-4945-ae95-811f8abfa821,740,West,California,Rancho Cucamonga,91730,9c205610-becd-4b19-83eb-d4a96369abf4
bb5dc73e-4c45-48df-8eac-20141ce2ce03,741,West,California,Redding,96003,060d69d1-b683-4272-824a-cb009c69eaab
f8af56e0-2161-40e3-a845-cefa1e2cbde4,742,West,California,Redlands,92374,ae4ca2b9-9b43-4975-9d7e-0508ca8098a6
f4c0f175-4efa-4c43-a42a-4dfda1d3518d,743,East,Maine,Augusta,4330,04ef7cf1-3b3a-4254-983a-b0a679ea05de
01fe4e8c-5d51-4ddb-aeb9-f58e98b673e1,744,East,Massachusetts,Pepperell,1463,59716f57-afba-459c-8b5d-e384662c3f13
1e9d9fe6-cbb9-4786-bcca-0e4f2d9fb595,745,East,New Hampshire,Salem,3079,6f2aeba1-298c-4ce0-afc2-44602a49f717
94cb7ba9-c1f8-4e6f-b9a2-117eb0bb0712,746,East,New Jersey,Carteret,7008,92e7cfc3-2043-4774-9d2c-9f25c2872cde
c2bf65e9-2fcb-4700-a7df-feb187e7ba6d,747,East,New Jersey,Old Bridge,8857,cd0c8519-e4ff-4965-bcf8-4cee394df984
a6e7cb4b-6dee-4d5a-96cd-960303b605a5,748,East,New Jersey,Orange,7050,c8209328-43dd-4418-bf55-b7fed2b91668
a914229a-5a44-433b-9080-85c741d973fe,749,East,New Jersey,Paterson,7501,dee00626-499d-4c16-8c8f-b00825c776a1
a0455c7e-0119-455d-ba23-4aebd5935606,750,East,Rhode Island,Woonsocket,2895,2c96cd33-43be-47c3-82d1-dc44ba763876
1af6930f-92f4-4f8e-a7f9-ef100be001e6,751,East,Vermont,Bennington,5201,0868dfac-d90d-4ff1-b7b8-d866e5e734cb
27d29a9c-a908-4921-a715-bc9d62e2c0d1,752,East,Vermont,Colchester,5439,bbb911b4-1e04-43c1-9d6e-bfd0543ae944
65175008-b747-44a6-b033-a138ad484c37,753,West,California,Redlands,92374,2540f7df-b7d3-4ea6-9a35-4a2ada2f9057
06a94ddc-f154-4ca4-90cf-a27fae54229c,754,West,California,Redondo Beach,90278,ad2e3dd5-3c3a-44dc-9eb6-822c2b11fdd2
56e5375a-d0b4-4640-b2cc-373c4d41fb73,755,East,Connecticut,Bristol,6010,8d22ecdd-bb9d-4b94-a461-90a7df998ec3
f2a7474d-633b-48c7-afab-6ceea3c85377,756,East,Connecticut,New Milford,6776,eeb625db-3688-440c-a68c-004711187d0e
d2ec6048-a429-46b1-adfe-3a4e3111b4b0,757,East,Massachusetts,South Boston,2127,a321f6e3-957e-42e1-808a-1fb061b809cd
045187ce-6951-481b-80df-93569d9b136d,758,East,Massachusetts,Worcester,1605,90400e98-b431-4dae-b23b-cda7eee80182
3c1f1f59-4099-4403-8694-99669e315838,759,East,New Hampshire,Derry,3038,531c2746-512d-4cdd-a3ce-a4e015748daf
61d210eb-4fc5-4d8b-9383-d72ce2edaa35,760,West,California,Saratoga,95070,d864ed4e-1c0a-46cb-8a40-9b9a15cdc1e8
37c337e4-74df-413f-970b-35fb2ba35ad8,761,East,Maine,Auburn,4210,08400b74-b8eb-465b-bc01-c75dd7a0b9aa
b3f47afd-8f95-45d9-8f3d-3cbc53649dc3,762,East,New Jersey,Bayonne,7002,e4cb260e-85cc-49b8-93ed-61e1161a09bd
e0b34ccd-f719-478a-93d6-2e3b7c329abe,763,East,Rhode Island,East Providence,2914,c5f47949-ad2f-4b26-a244-c78940d46a65
c228618a-89b1-474c-ae67-1c6280dac11e,764,West,California,Los Angeles,90049,b23f5192-4771-411f-8c3d-56e69577d6c4
77666efd-7ec9-44ca-97ad-a216be6b9fb3,765,Central,Minnesota,Prior Lake,55372,d7e06d0d-8178-4c6a-8282-196e8a54f762
d06c8c90-1d1c-410f-92e9-2c3d037b0977,766,Central,Texas,Sulphur Springs,75482,12a94acc-9999-4654-8789-c7d497c11922
0c8db34f-d965-4848-80d0-d8284f7bb2be,767,East,Maine,West Scarborough,4070,b0c51c4c-2ffb-4e75-aea3-ae0437b4cc64
ff8dc344-1c57-414b-b9d2-d59bcc6385c4,768,Central,Texas,Highland Village,75067,e95d8790-c2c7-4e6f-ac22-5f7ac94d2302
0e4aba16-f52f-4276-afa3-b9be7a079682,769,East,Delaware,Dover,19901,5be5b97d-61bd-46e7-9abb-a6445b19443b
27f8962f-aee7-478a-aacc-e55b8f77122a,770,East,Delaware,Newark,19711,897d82f9-e965-46ab-baef-f088946aa8ee
a55ff974-4def-435d-929f-79b738eb166f,771,Central,Texas,Burleson,76028,6739e086-bce5-49cb-8267-db1bc6183ca5
5089cd61-6851-4afa-a065-3212b2a7b7b3,772,West,California,Redondo Beach,90278,f1b31d1c-d2ef-4073-a249-a5358102b930
d7a0f8be-9779-452b-b114-cbe365e26e22,773,West,California,Redwood City,94061,3c82ae1a-6de0-4691-8a86-0a7e69daf7ee
1b0d7b42-e9ce-44e0-8308-8ec7b1a7a4a7,774,Central,Illinois,Chicago,60610,29bf7e64-e48e-4da5-9b2c-f488586545a0
8e1a6c58-9b83-4679-8036-a9be29de86ea,775,West,California,Redwood City,94061,c196ab1d-0b80-4030-8b41-51dc8f2a3b7b
1ad70cb2-4979-4bb2-a0bd-2ac317a984d5,776,East,Connecticut,Hartford,6105,b91108fd-48e7-4c4f-9b95-35591cde25e1
3134fcd0-bc7f-45fc-88c2-dddc87b51905,777,East,Maine,Portland,4101,87b01a80-a4ab-4606-8ec1-6839a4fb5df3
6ff9ba6a-cb37-4cfe-b99e-c413a2c20fb5,778,East,Massachusetts,Boston,2108,a418fe04-f5b8-4d24-a434-1317ef5d5433
e33a6d5a-ce61-4786-8c31-ae5bffa6eb13,779,East,New Hampshire,Hampton,3842,6bb08d33-96cd-4f07-a60e-ee3b365123be
c8dec34c-4063-4681-82f7-260904d29e64,780,East,New Jersey,Ewing,8618,4ff5323b-26e4-43f2-a513-bc4dcfe08ab1
0af37aae-35f2-41a0-a7b7-882bc7649e45,781,South,Virginia,Rose Hill,24281,e2b09a7f-f702-46db-90e7-c6c93cb1e93e
2750fcdf-4d75-44a8-8f6e-970127259588,782,West,California,Riverside,92503,8700bec3-d01b-4d4e-8b72-e3631b98633a
599dc969-d4d1-4c9b-b858-dc58cb861fd3,783,West,California,Rocklin,95677,7231e1d2-87c8-4f83-847f-ea94e1208576
eca7deaf-4ac8-438e-bee3-2c6f3d04bfb2,784,East,Maine,Saco,4072,52e23357-d679-48e1-880e-7508619bf9bc
bb05f0fc-b6f0-4c87-bb9a-ee9fb6bc92cc,785,East,Massachusetts,Boston,2108,4aa2ccf3-6f47-448e-8e29-2c1e283d2cd6
3b0e4ead-3cf5-4650-873e-0beaf99d6706,786,East,Massachusetts,Hanover,2339,13b09712-4e68-47f0-bfd1-880b3bde76a9
4c2a2a6e-a9fa-44a7-9418-b59bcb757272,787,East,Massachusetts,Lawrence,1841,08b84d05-446c-41fc-8820-370589a4a801
b675fd52-edf7-46b2-ac22-6eac6c092db0,788,East,New Jersey,North Arlington,7031,6f1a1370-5af6-4bea-a400-1021d1d352b8
f34d484d-5d44-4432-a689-4123b5988a46,789,East,New Jersey,South Orange,7079,4cd82811-f866-4a7f-9814-495704016c06
f6ef70dd-533b-44b9-a673-a4e67cd24d3d,790,East,Vermont,South Burlington,5403,51165bef-d67e-4404-a141-4291e0a0d639
e7d11b6c-a762-4535-85e9-4c439112d3b9,791,South,Virginia,Rose Hill,24281,fe8faf48-915e-4ef5-b612-bd4fd267b148
8fed6173-66f1-4bf2-a0e1-d77909b30dab,792,South,Arkansas,Searcy,72143,48326e7f-0bcd-4068-9aee-c0e43a89ad01
399c7a6c-b166-4e58-a012-10b4abb7bd0e,793,West,California,Ontario,91761,5da6dd9c-e9a0-4f87-aaff-9dc0dc782197
14e3a918-f5d1-4b91-8089-184b439dbeb7,794,East,Maine,South Portland,4106,03a06577-afc0-4465-aa42-277d58cf34ca
2e6ce1ad-1c43-41e4-bd77-16bb9ab8a494,795,East,Massachusetts,Acton,1718,73c5bb5d-9ad3-42fa-bbf0-7e69843c8518
9dc3559d-08f6-44a7-99d9-36b72027a5b0,796,East,Massachusetts,Framingham,1701,d6016896-a0fc-4d52-b277-665b235f762a
0fe0a1ec-133b-4b04-823b-2ae409d88671,797,East,Massachusetts,Holyoke,1040,e4f00af5-21e0-4128-8698-4f95cfc02789
d2ab06fd-d176-4d59-bbfb-ddc416c876ba,798,East,Massachusetts,Revere,2151,a419491d-f678-43d2-965a-ad5204b70dfc
93db4ee5-178d-41f8-9323-b6519e2c94b5,799,East,New Hampshire,Rochester,3839,00e22468-e51f-4c2f-a489-78fee076d788
96bb85cc-5a2d-451a-bc37-5f7f06e5f3cf,800,East,New Jersey,Palisades Park,7650,c2367872-0c8b-44e5-8145-aae79a06025b
751d2ca7-bc0e-4138-b267-49d9731736ce,801,West,California,Oxnard,93030,48d0a3c2-980b-4638-b4c0-b70fd8555a91
e4169175-a7a5-4f2a-aaa5-202c80ef09d9,802,East,Maine,Sanford,4073,f94536b5-815b-4179-b69c-bb58f9904ec9
0ca3e5f9-308a-40bd-926c-1673e34945e2,803,East,Maine,West Scarborough,4070,df9c0713-8bca-46bd-9218-f652107dad03
70686517-926f-472f-a667-90f26a49cbdb,804,East,New Hampshire,Keene,3431,440ebd51-b315-4067-8611-7678ac26ab3a
cde8bc28-d582-451b-86ea-5503802843fe,805,East,New Jersey,Bayonne,7002,398ae848-41ed-4d2b-912c-675b068c9644
9c613112-99c6-4cea-a426-e7a48517da39,806,East,New Jersey,Hackensack,7601,62da0ab4-c843-4ab5-b0f5-26353bbc05ea
aba74944-9391-47bc-9390-e4387fd63098,807,East,New Jersey,Ridgewood,7450,d344b212-6d37-44be-aa16-385f6cd9c417
369b03a4-25a6-4746-8627-4ae7375428ea,808,East,Vermont,Bennington,5201,da88da1a-56ae-4217-a9ab-e548c0bdeafd
d3c554b4-d0cf-4aca-a951-45d0759fc711,809,East,New York,Buffalo,14215,d488d9f5-cb1a-4830-93bf-2e4f99f88be7
aaf117e4-17ba-4917-8ab5-a9991c31699a,810,East,New York,Centereach,11720,af8a2e33-882a-430a-8fd4-d87f879b3d65
6a039afe-0e4c-415d-b4b0-76fb2292d506,811,Central,Illinois,Buffalo Grove,60089,87797ca0-6a81-4090-ab8c-b4aeca950700
a1695a18-a055-4023-8f1a-39e8185344aa,812,Central,Illinois,Burbank,60459,8f5dd94f-f0bd-4247-a9f1-c4aa0c0b10c1
2fefb493-b357-43b3-8c61-68cdecfeac70,813,East,Maine,Gorham,4038,e90ca4e5-e400-4f1e-8058-9e70050e9591
8b9bf69c-e5ed-4474-b2de-2ffac5799da1,814,East,Maine,Saco,4072,f7eac16f-757e-494f-92f2-3b696914924b
1e054485-5eba-4711-82ce-048ddc3c2ce1,815,East,Maine,South Portland,4106,e1d75ce1-7268-4432-acb9-46a83b55d243
5facd52f-3c33-4f40-98f2-b4373a37f7be,816,East,New Jersey,Asbury Park,7712,49257eb3-d08a-4523-abcc-1c701d74df07
179e31e1-38af-4961-ad9c-a8d4c7f903a5,817,East,Vermont,Essex Junction,5451,77359428-0091-4da0-9795-d0ed30b962dd
9a6a41d8-4b6f-4554-98f4-910687a62df4,818,South,Arkansas,Bryant,72022,cc888470-f189-44e6-80c6-dfe3346d4684
77240534-5761-42c3-92e4-9f01616d320d,819,South,North Carolina,Apex,27502,646346d7-6dd5-43b8-a39c-cdc50ddcdc6d
364a5ab9-bc8f-4646-a88d-3eb47b4b2c59,820,South,North Carolina,Asheville,28806,91c9264c-6e93-48da-877d-cfd91ccf43ae
f32fcb0e-4d1c-49b8-b271-8e4c129b69b8,821,South,North Carolina,Burlington,27217,f100c23c-c3f6-49c2-a621-850540dc1837
19e81d6d-ebe4-44cf-b506-8f6bd591f601,822,South,North Carolina,Cary,27511,b7513694-c74d-45a4-a7a3-b843102ad18c
51b658bc-69e1-4e32-9262-afc1a92d9ccf,823,Central,Kansas,Pittsburg,66762,1dc6f3a8-cbd2-4f38-8347-a8f7126c42e9
5ec853e0-1466-4df6-b8d1-14a9e9087e60,824,Central,Minnesota,Shoreview,55126,b8795765-b510-4b83-a4b6-f8ef831d82f0
b3b95e22-a60d-4ed3-b1c4-85b71c238961,825,Central,Minnesota,Woodbury,55125,fb698bac-ddf3-413a-ba98-b54b6f9126c0
da7806ae-4180-453f-917c-6d6e1bbad6e5,826,East,Pennsylvania,Wilkinsburg,15221,408f3a0e-dfab-44f7-afdd-1c7515f8e308
58273953-8c23-4a0e-8b3b-153cc0a88de4,827,East,New York,Centereach,11720,a58032fe-a959-470e-8e21-979c812abd1f
351c87c7-709a-4597-a45c-6eefaa891429,828,East,New York,Central Islip,11722,755461b0-b21b-4705-8368-191a89d6feb1
8aabb564-b42e-4e56-b645-912e87dda0e7,829,East,New York,Cheektowaga,14225,1b9bc2fb-aed7-4c10-b978-915d217722cf
93e1e2e8-aee4-4b02-844c-34f5f2c9f319,830,East,New York,Commack,11725,a41d93b4-4e78-4e20-a843-1ace17746410
765ec387-5cf5-436c-91af-5202a2420155,831,South,North Carolina,Chapel Hill,27514,199558dc-8255-4343-ad33-ba0503667447
b164ceb0-3918-4dad-b627-affbe4288bfc,832,South,North Carolina,Charlotte,28205,12a66fd8-a711-4681-bad8-55123201d817
980534d2-90e9-4a1b-b17e-9aaab3f1c28b,833,South,North Carolina,Concord,28027,193eb153-24bd-4957-b77c-8a68731d006f
3a860773-8fbb-46c4-b404-f0c990f9bf1c,834,South,North Carolina,Durham,27707,f39cc5a4-df93-472c-9a54-510c9b32a0d1
e2b9059f-8c08-4a13-bcd9-6ca20b6f46c5,835,East,Ohio,Delaware,43015,69d80cf2-4960-4332-ad82-63ddd885ec0e
07a6145c-31e7-4e86-b8bd-dd054ddd1061,836,East,Ohio,Dublin,43017,7075231a-ca2e-4add-adf6-a50c8d205956
555290aa-3ca7-4531-8d97-0626ea15c4cc,837,South,Florida,Belle Glade,33430,0ab97dcf-008f-490b-bc11-dd4381b691cd
b60ec447-23b0-4a29-b988-c938a84e7004,838,East,Pennsylvania,Bethel Park,15102,1d35bd03-1b82-4e48-97a3-bfbbdb667e18
95e27b14-144c-478c-8b03-cc8eeaeccf10,839,West,California,Woodland,95695,8720062a-712a-481e-b20a-5ce07aab0630
34ed6d54-6260-43ed-8a83-422971d35011,840,West,California,Yuba City,95991,0c06f1e8-9010-4d9e-b9d1-56d7cf37b4be
12796c87-1e18-40e7-a09c-e6e45ad0952c,841,West,California,Yucaipa,92399,8f8d9ac6-086c-403b-9dcd-33323a1d3a94
58c8934b-b410-492c-b574-876a6d2049af,842,West,California,Los Angeles,90004,966b882c-1ff6-426b-974e-1e88bf743c55
3ac7bff7-072f-46c3-b245-e4a7e49f4c69,843,East,Connecticut,North Haven,6473,33a41165-16c7-4ab3-b5d9-979a2fec8d97
1ec7ac85-5651-4efe-87ad-7992082fec01,844,East,Maine,West Scarborough,4070,0e1ccca8-c599-48cf-a72d-ef5b43a86638
3abc04fb-cfbf-49ad-acc4-b29d65568e0d,845,East,Massachusetts,Boston,2109,3f83b88c-016c-4c40-b655-5f894f00553b
bc79508a-db47-4d06-a00b-64e91782a3af,846,East,New Hampshire,Merrimack,3054,53b3f4c5-6e94-450c-bf4b-53ffed7fe318
291944f7-6e51-4813-96bd-4424d164020d,847,East,New Jersey,Hoboken,7030,cd328317-53e7-48b5-9f8e-d5ba2fe5ddea
7ba25ddc-bf7e-4068-a977-7d529b35375c,848,East,Vermont,Bennington,5201,cc9c3506-ad3b-47f6-95c1-02104ee9dd4e
cf27a292-d7e2-4a86-8ca3-25f90683fb18,849,West,Arizona,Sierra Vista,85635,85994782-f77e-4388-b6eb-03e8ec9e2e83
49266cbf-5797-4577-96d7-f4d2edabfb66,850,West,Arizona,Sun City,85351,f6460204-197a-4551-ba08-613a29a442ac
234e989e-633d-43d5-87d7-3a82756727e4,851,West,Arizona,Surprise,85374,f5b425ab-ce5a-466f-b652-017bef30988b
2d316651-6bd3-4844-971d-c020b2171ade,852,East,Maine,Lewiston,4240,a8bfcf81-4f78-4874-ad88-83090c000603
6ea90ed3-b08c-4610-b124-1c7c745af67d,853,East,New Hampshire,Nashua,3060,7225f223-4452-4c04-93a0-42de0bcb4668
d430f3d8-4226-45b7-ac4d-4fe47135c187,854,East,New Jersey,Hawthorne,7506,6983d353-ba99-41f0-a418-71586aa6616b
c58714e6-b2a9-4646-a2f6-92f3faf5a0df,855,East,Rhode Island,Cumberland,2864,fe1e1cf9-7eb9-4d0c-adfc-daa1dabba5e4
29605e77-d2a6-478b-b703-1e9864f5e363,856,South,Georgia,Atlanta,30318,99de7b87-07b7-4900-b57c-71c4348b7578
05afd7ec-fd98-4eb0-be6a-1214cd2ac5b3,857,East,New York,Commack,11725,3e645f6c-0e3b-41be-b854-e6f84b452326
00fed86b-6947-4178-baf8-b80dc9854326,858,East,New York,Coram,11727,5638c880-be9f-4c4f-891a-8910289fa73f
6e8a9d6c-913a-4489-87bc-4e747395f774,859,East,New York,Port Chester,10573,f80f4674-e1e0-49a8-b3ca-dbf1619d482c
68a8564f-8489-4cff-94e8-b9f2bec728cc,860,Central,Illinois,Burbank,60459,d63bb762-7558-415c-b8b7-16f9bd20e3cd
52e4fced-469e-4539-bf1e-315610bbd4e7,861,Central,Illinois,Calumet City,60409,2830b363-6ebd-404d-a5cb-2e0e84a25e1b
cbcdf861-223a-4aa9-a0e5-17c7e0fbea8a,862,Central,Illinois,Calumet City,60409,fd3c7ed4-81f6-4593-96d3-7d52500ac771
736961a6-7d31-49f4-9650-df959743c72c,863,Central,Illinois,Carbondale,62901,6d5089dd-1464-41b7-a79a-2b372942f8a2
10090a74-b980-4893-a58e-1ed94e662093,864,East,Pennsylvania,Bethel Park,15102,00cb87be-cdfa-4275-97b9-5eabb0f116a7
5cd38fb9-e4ce-4ff0-b720-5709ed2f4f61,865,East,Pennsylvania,Bethlehem,18018,ab1239b9-dd9f-4a40-8f2e-b26da41f2ef6
af7fdac1-9167-421b-b5f1-4d6a36d250e9,866,Central,Illinois,Rockford,61107,2f8971e7-8f58-4073-b39e-1b67f34cdadb
926761d8-3c87-4195-806b-7eee9871c6d5,867,Central,Illinois,Romeoville,60441,76a486cd-572f-469d-ada3-2d9fa3d46584
d454af15-9ee5-41b3-b635-fda3fce3b311,868,Central,Missouri,Saint Peters,63376,e55d6de8-88e9-4702-92d7-cf20fbb796b2
d57f6b4d-fc6d-451f-a371-073e1fb02893,869,Central,Illinois,Romeoville,60441,4a212243-326c-433f-a2ab-03d2b6efebb0
e45834d9-be29-4a74-884f-79bc7fd29147,870,Central,Illinois,Saint Charles,60174,32cac62c-31e9-42d7-8d67-80167251aa98
1b5a0e34-4a49-4c78-b2de-5aff3034314e,871,Central,Illinois,Schaumburg,60193,f15f3739-b7a8-4784-b503-7c81ad38f8fa
02474bb1-628c-409d-bb98-5b16154e2a56,872,Central,Illinois,Skokie,60076,6b482ae4-e46d-425a-b91c-5fa380fbf4a6
3aa04a09-432a-4496-abb1-afe177e3f9a4,873,Central,Illinois,Springfield,62701,3127a759-fb7c-4d0f-b373-42b00fbf65b9
88a08ca9-3cd9-4f02-b12f-3764084bfbea,874,East,New York,Deer Park,11729,805427d5-0e6f-4511-bcd4-031c8ba8f894
82df9cf2-ad3e-41ed-ad2e-b309c3d6e8b6,875,East,New York,Dix Hills,11746,ecbe26e8-e52f-4324-94f9-48779797dc64
c10e561d-f82b-48e7-8c2f-d40e99373e11,876,Central,Illinois,Rockford,61107,9ee0b908-15a6-4295-a860-5dbc347934ee
0db2ab85-cabf-4993-b673-4d83d8c90ce3,877,Central,Illinois,Romeoville,60441,4cb3e89d-0e59-4007-a72b-414361ce292d
b30e9677-ca5d-4ab3-99bc-173c9c004506,878,Central,Illinois,Saint Charles,60174,78cc98b9-0d9c-45af-9125-9d3a75b216bc
72627a47-3bed-4ce1-ab69-8b01aed3aab3,879,Central,Illinois,Schaumburg,60193,5dc03b0b-8a66-4af6-a7c2-591aa1614897
7938d311-2522-4e62-8307-2d040723b547,880,Central,Illinois,Skokie,60076,f0402ba2-be25-4f38-acd3-f49cd7d48687
32cd6817-9292-4f46-9125-c864e14a42eb,881,Central,Missouri,Saint Peters,63376,9d600d33-445d-473a-b42f-e2b4ea5b0009
c74c0419-cefd-46b1-abe7-2464b2afa06f,882,East,Maine,Gorham,4038,44b0b73d-f80f-4922-ab31-478e7257cdb7
6c7db21a-cf93-486b-94d1-3a0a2d0b1716,883,East,New Hampshire,Derry,3038,5f216125-7d0f-4954-8f0b-3a83127e9aa8
935e9b50-40e5-435f-88a8-ff256ed6a3d1,884,East,New Jersey,East Brunswick,8816,e4c2fba2-8a66-4d48-8f4d-9b53a391aeb2
96617e6e-80f1-45d9-84ef-1118dd2b6bda,885,East,New Jersey,Edison,8817,a2ff071b-ac51-4b75-bbd9-0d058d5fdbf6
c3c145a7-7c90-4331-a766-0339dadf6075,886,East,New Jersey,New Milford,7646,96bc6974-b638-4328-922b-8d53c8523ddf
070e9a88-05c1-4329-bef9-28eef1940c7a,887,West,California,Oxnard,93030,d742cdea-bb65-40f8-bf37-aa72cfb2d625
d72c599e-61bb-4225-b82e-b943376d85c2,888,Central,Missouri,Ozark,65721,24fb8852-d607-46d7-9861-bf1fdf12fbec
fc1e3511-644c-41dd-84d9-65df4df992e9,889,Central,Nebraska,Omaha,68046,f8e645cc-1175-434a-a35d-92e84ebc58d4
4eb42c5f-d820-4a52-a035-1300a5f8e236,890,East,New York,New York City,10282,91ceb210-0605-4a5b-ba34-a7d86e27b1a1
d6125663-3acc-4804-904e-14a1f47320cd,891,East,Pennsylvania,Easton,18040,4927767a-519b-485d-8ab9-2d1521c7fc75
0d66ba37-ee0d-4705-9e92-521d02cb8b7b,892,Central,Texas,Dallas,75220,2c1f2a0d-f8ff-49a8-af16-ef5b3f85c210
066c8e0b-d61a-4125-b7d9-109680363714,893,Central,Texas,Lake Jackson,77566,8dbef427-5f01-49f6-bd97-b55990ab1d9e
852bfb9f-6d75-401e-a58d-1d4f931ea8a0,894,Central,Texas,Lancaster,75146,94e8adc5-2f48-45af-badc-24cbf9b9d08d
c018e04c-f853-4234-b406-7d5f61d9e160,895,Central,Texas,Laredo,78041,6d241ce1-6185-4685-ac21-ecd889b8f065
91d61a93-d3ec-4db3-a71f-567b314b71a1,896,Central,Texas,League City,77573,863954ca-bb3e-4ba4-9f32-a2acdcce20e1
ec3efd63-fc33-4cbf-b327-1e925bc6512d,897,West,California,Yucaipa,92399,707109cc-af9f-4081-80c2-5c8b17e4fc87
d892ecc3-d104-40a0-a737-3540206d31ee,898,West,Colorado,Arvada,80004,f8f855a1-0aa3-42af-bdfc-15c6f3f8b849
fb133238-c86f-4340-95ff-e2139f9001b3,899,West,Arizona,Surprise,85374,3254f55d-fdba-41b8-a6eb-8f2a1972925b
37ebfa0b-e8a3-4f1e-9dc9-dc6e5dee8735,900,West,Arizona,Tempe,85281,e2b0c251-1edb-4283-b67f-5cceb3e28379
f522a046-a7a1-45b7-97b4-9497b4d38538,901,West,Arizona,Tucson,85705,d495e326-ec86-4b28-88ac-aed84edd2e39
96df44f8-03d2-4a94-83ff-5321a62498ad,902,West,Arizona,Yuma,85364,2b826733-43bf-48ad-9209-9bfeeb82d285
7fd602e9-ae83-4206-a528-f3b4611e116a,903,South,Arkansas,Bella Vista,72714,9a071d0f-0d74-4764-aba6-8f943723695e
0bfb24fb-d2e1-4a2f-871e-671520a689ec,904,South,Arkansas,Benton,72015,71cfa7f9-58c4-416a-a71c-6fb91fae9bb7
526d8197-c0be-49f9-9680-65839e0f89c4,905,West,California,Temecula,92592,a7dceeda-70b6-41be-a65e-aff72ac41a27
