OrderGUID,OrderID,DateOrdered,Priority,CustomerGUID,ShippingGUID,ProductGUID
8a51e599-6684-409d-9754-f55de753025f,607,2013-09-06,Not Specified,548324f0-237a-45c9-a34d-3c3c564f9781,c876086b-afe5-48cf-850b-805665bea544,a505c470-5f65-428b-97fd-e090e17a8f47
730ad9fb-5864-4080-9b69-86362719d986,608,2013-02-08,Critical,d2b06f71-7420-4d80-9ed0-abb6cd42a0a9,0a952929-8196-47c1-9804-d975962c0f22,bc93112c-d441-48a0-8c54-488f7c692d75
a00d87c3-dec3-43de-82e7-035e29a6b761,609,2013-03-12,Medium,d2b06f71-7420-4d80-9ed0-abb6cd42a0a9,3e28a5be-4dda-4713-bd4f-697b6b8c963c,254f6ae9-0514-44c4-9358-31fa425339f2
41d904da-e836-43ad-9320-5e945bb34b84,610,2013-10-01,High,d2b06f71-7420-4d80-9ed0-abb6cd42a0a9,e918e42c-e17c-4486-9529-fbdb1c512622,f2d4d151-0bc2-458b-a4d8-57e8d540e540
bd84fcb6-5511-42e2-97c0-adc340c07452,611,2013-02-27,Low,32cef93d-8436-4ed6-bb19-0149a7621c80,c060947e-29c6-455e-962e-12795ed8952c,ca9f7d3b-7efb-4b94-8af6-123d843d2365
bc72c058-8b01-408c-b8ca-bce5aedf1888,612,2013-02-27,High,32cef93d-8436-4ed6-bb19-0149a7621c80,28851b28-6071-4d58-9739-14c2de7cd24d,f8ac426e-bd1b-4289-af7b-ee392b687a2f
f745ea36-3fe6-48be-9ef5-356ddcb1a6ee,613,2013-10-14,High,32cef93d-8436-4ed6-bb19-0149a7621c80,e74f853b-f975-47a1-837e-54e2d9ed43e2,8fc5df08-168f-4cbf-9b68-2580389ae0d7
fa63eff0-e586-43f6-bc7b-c4501601409c,614,2011-05-11,Medium,06e2c295-ac16-43d5-807a-4caf5bee3044,70845cda-d0a8-404f-ba4f-3f21bc90f5a5,254f6ae9-0514-44c4-9358-31fa425339f2
a72f31b6-b0ed-44a0-b1ef-c1b4a483436a,615,2011-09-19,Low,06e2c295-ac16-43d5-807a-4caf5bee3044,3ac12fcf-2bc7-474f-923e-73ff03d2eeb7,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
52a5b8cc-a881-4ef3-8f94-94ceb846d68f,616,2012-01-06,High,06e2c295-ac16-43d5-807a-4caf5bee3044,bd292bed-25bf-41c8-a633-6c3aa62f9e22,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
d2bdc4ab-a671-443f-a65e-217de58e5d4f,617,2013-07-22,Critical,06e2c295-ac16-43d5-807a-4caf5bee3044,d61bf82d-58ff-44cf-9481-ad1a5676a469,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
d7399b6f-75b4-4f0c-a473-5905c0c845fc,618,2010-08-14,High,85e7f9fb-fdc6-41a6-adcb-4a8ea737dbf2,8ffbc8bf-f061-414a-8973-cb4c42ad0417,4e0e9f58-0a12-43c5-a36f-aaf11745df19
0160ac15-ae20-46d6-af01-672a100a143b,619,2012-06-06,Low,85e7f9fb-fdc6-41a6-adcb-4a8ea737dbf2,04ddcd95-a0f5-4f3d-9596-e6f81af08e22,4ae74995-1034-481b-813d-ead1c7292f94
d40cb433-9cfb-4d1b-856a-705193786994,620,2012-12-19,Medium,85e7f9fb-fdc6-41a6-adcb-4a8ea737dbf2,bd07b954-2068-4e4d-ba63-b34c14eae90f,f8ac426e-bd1b-4289-af7b-ee392b687a2f
8a8477d5-421f-4005-ab69-4d1b89976502,621,2013-03-30,Critical,85e7f9fb-fdc6-41a6-adcb-4a8ea737dbf2,25fdedb9-4307-4f89-bb6e-fb3d8ea37659,4fac729b-ee15-487d-9ede-92f1e01c133f
7bccb290-c284-4d65-b260-1cf3471b594a,622,2011-05-26,High,b59ef4d5-0b20-4b79-be27-9bb798b6c82a,f556a743-6dfe-4f90-9f60-54f6d84a7d5b,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
38b4b102-22bd-4687-b15d-c6f0ca12ce06,623,2011-10-06,Not Specified,b59ef4d5-0b20-4b79-be27-9bb798b6c82a,8f6dc34d-ed25-4af7-b2b2-57530040554d,254f6ae9-0514-44c4-9358-31fa425339f2
ebdb4bc0-f875-4307-9539-a71dfe799923,624,2012-12-20,Critical,b59ef4d5-0b20-4b79-be27-9bb798b6c82a,162af78a-a7e0-4c28-9631-b797dc1ec313,4fac729b-ee15-487d-9ede-92f1e01c133f
d46305a9-7bc0-46ab-b65d-9872d82448cb,625,2013-10-29,Low,b59ef4d5-0b20-4b79-be27-9bb798b6c82a,05b98b97-bcf9-418e-9696-0676fa9dfa70,23f9b2e9-a232-44f5-a56b-5a94685c046e
518d4145-f5d3-4a2e-a5bc-ff832e855e96,626,2010-08-14,High,19c55666-904d-4444-b4d4-1e9322fa8762,dec6ae36-f8fa-4d79-a4d8-a343e5602f48,4e0e9f58-0a12-43c5-a36f-aaf11745df19
ed24e2cc-7bc5-4143-8827-b25d25fc40c2,627,2011-05-11,Medium,19c55666-904d-4444-b4d4-1e9322fa8762,b744fbb0-d3c7-4b2e-905b-40fae8dd3e24,254f6ae9-0514-44c4-9358-31fa425339f2
02d9cb9c-1359-4d1a-a8b1-f4021f3d0e21,628,2011-05-26,High,19c55666-904d-4444-b4d4-1e9322fa8762,7e2d53ee-3d8c-416f-ad8e-f1925f2e06e4,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
741aaccb-ddc2-421d-a5bd-549230d4cb70,629,2011-09-19,Low,19c55666-904d-4444-b4d4-1e9322fa8762,b30d60c1-6a6a-4829-b0f7-6c57da570640,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
98d2efab-eb72-403e-85e8-ede9c11535d3,630,2011-10-06,Not Specified,19c55666-904d-4444-b4d4-1e9322fa8762,eaf08b32-bf2d-4db1-b308-01ddd1b7c01a,7155a587-a7d3-4456-90df-46d01a7d5926
64b26532-7dbe-480b-a33b-73c758a43375,631,2012-01-06,High,19c55666-904d-4444-b4d4-1e9322fa8762,e1069993-a1c8-4336-96c3-2b4e727f0c5f,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
0623f4a9-8e03-4c36-830b-0d6d53a87a67,632,2012-06-06,Low,19c55666-904d-4444-b4d4-1e9322fa8762,f78b410b-242d-4292-a3b4-ed376d45f799,4ae74995-1034-481b-813d-ead1c7292f94
4b4a18dc-6e8b-4a1b-ac73-54e44d7075e3,633,2012-12-19,Medium,19c55666-904d-4444-b4d4-1e9322fa8762,634d2f09-36e6-423b-96be-d6c77a9574e0,f8ac426e-bd1b-4289-af7b-ee392b687a2f
cd906d62-dad1-44c3-8a9f-8078a3d4f3a1,634,2012-12-20,Critical,19c55666-904d-4444-b4d4-1e9322fa8762,bbb49d80-bd6f-4f02-8a9b-b997f12ebae1,4fac729b-ee15-487d-9ede-92f1e01c133f
1127e9fb-33d8-458a-9750-2fe88307cbd9,635,2013-02-27,Low,19c55666-904d-4444-b4d4-1e9322fa8762,c9dd1721-4b45-42d4-a693-12a27d96c598,ca9f7d3b-7efb-4b94-8af6-123d843d2365
8bdba904-fe66-4125-bbff-27fe7e74594b,636,2013-02-27,High,19c55666-904d-4444-b4d4-1e9322fa8762,5e651cf8-4342-4a04-8f79-bb6929d488cb,f8ac426e-bd1b-4289-af7b-ee392b687a2f
39efcf6c-2e0c-4229-9c6e-613eaa2ef19b,637,2013-03-30,Critical,19c55666-904d-4444-b4d4-1e9322fa8762,d90c480b-3ab5-40c1-a72c-a878b91a3b47,4fac729b-ee15-487d-9ede-92f1e01c133f
1e120fe0-a85d-459d-beed-30c51ff2104b,638,2013-07-22,Critical,19c55666-904d-4444-b4d4-1e9322fa8762,1e17762e-5461-4a14-9f02-e4695175f7aa,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
0cc70e92-bebd-4f72-a9b3-e103d86bf394,639,2013-08-14,High,19c55666-904d-4444-b4d4-1e9322fa8762,5d0a3a35-5883-4cb6-a499-93698312147b,cc691f6b-2019-4c1a-81df-0fe6a21d74e2
17dbad6c-8fdc-4ef3-893e-af4e4a1df60b,640,2013-09-19,Low,19c55666-904d-4444-b4d4-1e9322fa8762,77472ce7-cfc9-4106-bd17-8af4e7ece901,8fc5df08-168f-4cbf-9b68-2580389ae0d7
d275caf3-13c9-4a53-bda9-bbb7d97957f2,641,2013-10-06,Not Specified,19c55666-904d-4444-b4d4-1e9322fa8762,931493d9-3994-4e54-a262-6b4f3ae699c5,254f6ae9-0514-44c4-9358-31fa425339f2
0fe0d572-ea24-4251-b8b9-6aa001fef999,642,2013-10-14,High,19c55666-904d-4444-b4d4-1e9322fa8762,0054d1a2-d160-4f11-bb5d-83c4267cafc5,8fc5df08-168f-4cbf-9b68-2580389ae0d7
98330e39-6919-4e04-aae2-c9b4dd59f0ff,643,2013-10-29,Low,19c55666-904d-4444-b4d4-1e9322fa8762,5728466e-47ea-4bf5-8472-3e710ce855ef,23f9b2e9-a232-44f5-a56b-5a94685c046e
6c066bba-ae73-4df1-a293-7432d20654a2,644,2011-05-11,Medium,24ed370a-2fc2-4b96-ac15-e10c19e98b5e,cfbd1473-067d-4f54-9eaa-57708f82241a,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
d248e79c-d797-4ab3-8bbd-060cafab7b08,645,2012-05-14,Critical,24ed370a-2fc2-4b96-ac15-e10c19e98b5e,f4da024b-91f7-4d52-85bf-04ba7791c2f8,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
0663d4b9-4bc7-4f3d-bcec-992593f7fc5b,646,2012-08-20,Low,24ed370a-2fc2-4b96-ac15-e10c19e98b5e,dcb43d1b-7f05-4b9d-9ac5-249d3a385d39,fde96d54-de2e-4f8d-bdf8-00923525dbd2
fcc99d7b-ef05-4ead-8a16-235f158d2c47,647,2012-11-10,Critical,24ed370a-2fc2-4b96-ac15-e10c19e98b5e,e8ee04ed-5929-4464-84d1-edd837d814ce,80b7eed7-b363-413b-8321-c4b57ac84a00
c129b482-9181-413a-8d83-d2d7a3ba2348,648,2013-06-22,Medium,24ed370a-2fc2-4b96-ac15-e10c19e98b5e,7f9ed9b9-364e-47ea-a93f-7e6fac1d2c91,eebe042a-6a13-4133-b768-03d7e64c9369
dff76810-3895-4cb5-9871-ea4c9d57d071,649,2011-05-11,Medium,5184e4f2-886d-47fe-99e7-dac6e9cb1c7f,e2c96dcc-4fca-4997-a932-a817d2b716fd,4ae74995-1034-481b-813d-ead1c7292f94
547bdc88-a4f9-4f26-9ebc-d3db4cdfab1c,650,2011-07-21,Low,0b322ba9-9c86-4cb4-8c48-9505eb5f3c98,16bccd8d-6de4-4774-9471-99c537cff5c1,4fac729b-ee15-487d-9ede-92f1e01c133f
a79d0507-fda6-4e9e-bcdd-cdfe3ca796a3,651,2011-09-10,Not Specified,0b322ba9-9c86-4cb4-8c48-9505eb5f3c98,ddfce131-e97e-41dd-b44c-a37735bdbac5,254f6ae9-0514-44c4-9358-31fa425339f2
c0744702-a46c-40d2-9671-0963cab0f6cf,652,2013-03-03,Not Specified,0b322ba9-9c86-4cb4-8c48-9505eb5f3c98,db9e300a-48df-4192-844e-bb2238914960,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
4e26b2f5-aae8-4441-8326-513d0217bea8,653,2013-08-07,Medium,0b322ba9-9c86-4cb4-8c48-9505eb5f3c98,133284de-1643-4c76-b3a3-9ade13e772de,ca9f7d3b-7efb-4b94-8af6-123d843d2365
96e2b1f0-263d-4295-85ab-3e147a0e8d99,654,2013-12-07,Low,0b322ba9-9c86-4cb4-8c48-9505eb5f3c98,1ac7452f-a44c-4e38-9cae-e7a570dd6f6a,f5a8561e-cb5c-4f5d-baf4-5820cfada1eb
9c2acfbb-8df1-4084-b0fb-e37e60a19dbf,655,2010-03-20,Medium,bf181f46-3e80-41f6-8230-c19c7ae606e7,ea771f31-a6d8-4cc6-bfce-a17251de7989,aa5d1199-20ad-44cf-b9c3-2bd0840c86d8
5c0469f6-2488-4c6b-a21e-dceb260ce770,656,2011-06-08,Medium,bf181f46-3e80-41f6-8230-c19c7ae606e7,38ba6e01-cca1-4e17-9cd7-66f7b50e50c1,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
94a4e548-c4ca-4112-ab59-8cd4179d2737,657,2013-03-17,Medium,bf181f46-3e80-41f6-8230-c19c7ae606e7,d65a43ac-cc87-4464-b024-96c694f7d17c,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
18356260-66ee-45e6-aaae-f041f25f8442,658,2010-03-20,Medium,81fed34a-fd67-48c5-bd30-a5c821f394e5,a541a10e-ef62-4493-af44-49e3f1574669,bc93112c-d441-48a0-8c54-488f7c692d75
40f44382-5a6c-45bc-be7e-90cbd16bd1a9,659,2010-06-17,Not Specified,f5752baa-252b-47a2-a00b-b7c3691078da,8c937b16-c518-4b01-b24c-ae0763c86ab9,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
18edd5b7-ad20-4649-9690-d49c439ed69e,660,2013-11-17,Not Specified,f5752baa-252b-47a2-a00b-b7c3691078da,af7f35a1-a3c8-477f-9dd8-43bbd2d738b1,254f6ae9-0514-44c4-9358-31fa425339f2
ecb6951e-d430-4633-9352-c26658ea3b57,661,2012-11-24,Not Specified,fcec1464-ead2-488a-985f-ece80544c2cb,2d9a93b0-5d64-4328-8243-5fccb21d868d,bc93112c-d441-48a0-8c54-488f7c692d75
125fe0af-d2a1-4d34-84e9-16f25b7d8d39,662,2013-05-14,Not Specified,7c513c2f-e34c-44c3-9bad-bc071ea95fc5,77f8bac9-f822-4355-bd38-43b604e3f8bd,eebe042a-6a13-4133-b768-03d7e64c9369
5cedb209-53bc-4770-90f7-b085cd0ee8eb,663,2010-10-04,Low,5512947e-9c08-40cc-ac42-ed220ebd11ae,8f603f72-96e0-4d4c-be42-dcc2976413c3,4e0e9f58-0a12-43c5-a36f-aaf11745df19
84800dc6-e967-474d-b11c-e8bfdea37b39,664,2013-02-11,High,b2881843-55a4-4003-bf36-12ce908fd9ad,7c36747a-c005-4228-ae1a-db9169ac4fab,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
2ca9870f-52b6-4109-af6e-0d342f0d2aae,665,2011-08-09,Critical,2546aa1b-97f3-4a71-98c6-ca7d85e78c42,a8159f93-48c2-4c23-958c-4a0a437c36dc,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
0e7b17bc-a2bf-4e2e-8a95-7c5b310bd5e4,666,2011-11-01,Not Specified,2546aa1b-97f3-4a71-98c6-ca7d85e78c42,10273551-8e6e-4288-b892-b2be30eca327,f4c0adb5-fc72-4478-a4f6-d235fa5daa65
cbded2ac-9c96-42fd-9900-e95f9bc298ff,667,2012-06-22,Critical,2546aa1b-97f3-4a71-98c6-ca7d85e78c42,f30940ff-f2ae-45c4-ae3b-72ad44f0a1e9,8fc5df08-168f-4cbf-9b68-2580389ae0d7
182b6ad9-d01e-453c-952d-e6cf59c0eb5c,668,2012-11-19,Low,2546aa1b-97f3-4a71-98c6-ca7d85e78c42,cf61aeb6-e057-466b-8b20-eaabee2be6f1,ca9f7d3b-7efb-4b94-8af6-123d843d2365
6ac4a10c-9769-4b00-9aec-bb20befc6042,669,2013-12-03,Critical,2546aa1b-97f3-4a71-98c6-ca7d85e78c42,fef1756f-99db-475f-8bd1-13bd59cef5de,f4c0adb5-fc72-4478-a4f6-d235fa5daa65
7e9eef5a-1d50-4374-81a6-c7b28c008a22,670,2010-12-09,Not Specified,5c4fbd8e-82c0-41a3-991e-0e5367bd86be,3165dacc-4cce-40c4-81c6-e01d3836e258,2774c7dc-966a-4d4d-83b3-8c296a91625d
59ffa106-ce96-4137-9808-b65c7c8a39a2,671,2011-04-01,Low,5c4fbd8e-82c0-41a3-991e-0e5367bd86be,720ae173-787b-494e-9d75-bb1d36a49ddf,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
4ef8b58c-4e58-44a9-a758-fd12fc9e8edb,672,2013-08-28,Not Specified,5c4fbd8e-82c0-41a3-991e-0e5367bd86be,19061955-cf6b-4b84-93d5-174b9d1d8186,254f6ae9-0514-44c4-9358-31fa425339f2
46cb903b-9c6a-4ddf-abe5-62ab8580350c,673,2011-09-25,Medium,518ee42c-7aa4-4c4e-b0e0-6719dd51b517,2891178a-4205-43f3-b421-d535aeaf55a9,4e0e9f58-0a12-43c5-a36f-aaf11745df19
7c554f20-c7f7-4661-9c0d-ae2a25777d67,674,2010-04-14,Medium,557db6a2-c535-4089-9bb2-645d56421f72,2128a28d-f3d1-4395-bb6f-90760cf3b6cc,f8ac426e-bd1b-4289-af7b-ee392b687a2f
b16e18fe-1802-4d1c-adec-0434de55e607,675,2012-10-25,Medium,1a40f4ab-fed7-4893-8b5c-16c1df69b82a,7be086f5-7c80-4f4e-bc3e-416a0300a3ac,8fc5df08-168f-4cbf-9b68-2580389ae0d7
ff45238a-4b48-44ba-a46c-a647b85dff54,676,2010-04-14,Medium,1e70c384-6f25-4061-a7aa-42ef5678dc1a,eb567349-72fe-4e51-b813-359760abea9c,bc93112c-d441-48a0-8c54-488f7c692d75
e1677586-fbd3-4624-9eff-797796f91d38,677,2012-10-25,Medium,482b395e-2f7a-4dff-85f1-485037889254,63580ec3-dcd1-434d-896b-6f370bd7b160,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
3bc3f2f7-8626-4568-97c5-e6332121a069,678,2013-08-28,Not Specified,a0b7100b-37c2-4441-9464-f645ce32f60c,f516abe8-4747-4417-9a5e-c2982bf0e9b6,1224d9bc-4ab8-40d9-8d72-05f2e7170ab1
1e4b9ecc-ee65-4c84-825e-65e96081e8d9,679,2010-05-04,Critical,88a40468-e605-4e9d-8ace-5b50b720e095,3f1e1bed-4325-44e2-92f4-e18b463a9196,7951f709-3401-4b75-b72d-d8453a4a03ee
1cdbc28d-cdc5-4d36-b817-822adfcb001e,680,2011-09-05,Not Specified,89bf5118-63bc-48f5-ba7e-ecd20cc851cf,0f9acd3d-ac85-46a4-92eb-0f5050da032e,254f6ae9-0514-44c4-9358-31fa425339f2
a5373538-5b39-4fbe-9608-95b962d4a061,681,2012-08-09,Critical,89bf5118-63bc-48f5-ba7e-ecd20cc851cf,cadbc874-8681-475e-bb30-e4fb858afc0a,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
c146235f-7a79-490a-95bb-5aaa6dbabaa5,682,2012-10-02,Not Specified,89bf5118-63bc-48f5-ba7e-ecd20cc851cf,7e65801b-5448-4852-90c5-f5ca31ccfc18,254f6ae9-0514-44c4-9358-31fa425339f2
ff68c5d9-95ec-4b1a-872e-41349b16d80e,683,2012-12-02,Critical,89bf5118-63bc-48f5-ba7e-ecd20cc851cf,34c2b453-e86d-4569-9fb5-84892c94a807,cc691f6b-2019-4c1a-81df-0fe6a21d74e2
aa0735fc-2a53-4012-8d23-51d944951c43,684,2013-08-09,Critical,1fce7b5d-1b50-467f-9083-97ef6be53fb6,b9bfa516-1c4e-4db3-a3d4-ebff6581bbc0,7155a587-a7d3-4456-90df-46d01a7d5926
1b1cb53f-30e4-4a10-96e1-ba803876d859,685,2013-10-14,Low,1fce7b5d-1b50-467f-9083-97ef6be53fb6,a348fd08-64a3-42d6-beb3-f63160f54817,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
80767be7-e08a-41bf-aabb-a9402c0ba7ba,686,2013-11-16,Medium,1fce7b5d-1b50-467f-9083-97ef6be53fb6,c96889cd-563b-4b39-9c9c-25ed9913d747,f8ac426e-bd1b-4289-af7b-ee392b687a2f
7b51aa26-0433-4006-80c9-de40e147dfa2,687,2010-09-17,Medium,93979259-76c6-4e4d-8031-3c7c028112fb,e3805348-ba4a-4f73-8631-2ce0ed2564da,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
30bd096e-4a5b-4fee-9659-f863627c7116,688,2011-04-22,Not Specified,93979259-76c6-4e4d-8031-3c7c028112fb,adfc7c04-8301-489a-aa51-a119e220ffa8,96247f08-7fd6-4d79-ae3e-a1c42a9efef2
a36edbd0-2d1d-4db7-9e35-70949595b19a,689,2011-12-12,Low,93979259-76c6-4e4d-8031-3c7c028112fb,4f0b7cd9-275e-418d-ab78-0d679021a75d,eebe042a-6a13-4133-b768-03d7e64c9369
e279f524-32b4-42f7-8468-b2c88fa06bd4,690,2013-04-29,Medium,93979259-76c6-4e4d-8031-3c7c028112fb,c542e1fb-c165-47c8-8355-37642e0f7d82,3533aea2-a740-4e6b-8dcb-2a97f4490cc9
d1c03416-68d1-4839-957c-fa44a6611484,691,2013-12-06,Critical,f679b449-6557-49c2-8e51-e4a370f6acba,f42d5601-bda7-47fd-b6d0-b764cf974f41,eebe042a-6a13-4133-b768-03d7e64c9369
36a625ae-a727-4e4d-843c-e7d8dbbf478f,692,2013-10-28,Low,5b4e541e-24de-438a-bcd0-6451a728f018,01bba651-c7ff-49e4-b4e1-e59498bf292c,8fc5df08-168f-4cbf-9b68-2580389ae0d7
a464aebf-ace6-4cbb-b910-8648d329d650,693,2010-11-04,Critical,c7c20ffb-9d79-4b97-aa3d-3c47582e4625,880752e7-9d31-459f-bd49-5768ea173a62,4ae74995-1034-481b-813d-ead1c7292f94
08d3b97f-abca-46ab-9e07-fe979a1f8000,694,2013-02-15,Low,c7c20ffb-9d79-4b97-aa3d-3c47582e4625,58caadc5-85e5-48cd-a146-f9113949cb50,8fc5df08-168f-4cbf-9b68-2580389ae0d7
134ab9a6-733d-4e72-9375-30312454625e,695,2013-03-08,Medium,c7c20ffb-9d79-4b97-aa3d-3c47582e4625,5d03e3b0-d1b2-4891-b737-5020e916616a,0270a150-478b-4fd8-b108-aa88ce2b6047
9d823a49-4b24-469c-bbc1-6e857d48ec36,696,2013-07-31,Critical,c7c20ffb-9d79-4b97-aa3d-3c47582e4625,56bec8c7-b4d7-425f-bfb0-67d9336914e2,f8ac426e-bd1b-4289-af7b-ee392b687a2f
10a89185-9e3a-4302-b20b-55616e7ba2f3,697,2013-10-28,Low,c7c20ffb-9d79-4b97-aa3d-3c47582e4625,70825f55-dceb-4369-8f18-0155673f7510,bc93112c-d441-48a0-8c54-488f7c692d75
35a36512-4f70-4dce-9359-7bb1bdfa2d16,698,2010-07-31,Critical,1c455539-8a93-49c2-9c16-c095cdef96c0,0d40a6f9-ba0b-4ec5-b37f-69a15082bf58,f8ac426e-bd1b-4289-af7b-ee392b687a2f
f1c92f45-3c65-4307-8752-3fe2d6d59d0d,699,2010-11-04,Critical,f339f530-0dbd-4a4f-94c4-dadd2b39c30f,1ba8acce-ae2c-46a3-b467-6f11e9720e57,4ae74995-1034-481b-813d-ead1c7292f94
8af0420d-af8f-4b90-89af-2669d82efb93,700,2013-02-15,Low,bed728a5-6ada-4bd2-b19a-147ea685f790,a67e1ef9-f7ea-452a-98ad-344027e365e0,8fc5df08-168f-4cbf-9b68-2580389ae0d7
6a0d04b0-6db5-40c4-8b8f-50ee1fdfc580,701,2013-03-08,Medium,e95b61ee-f04e-44ec-b316-d7ca26617e56,964879ee-7c96-4f3b-83e2-8843e464efda,0270a150-478b-4fd8-b108-aa88ce2b6047
be980d1f-2add-4bad-b5ca-cbc15a8a14e2,702,2013-10-28,Low,3806d304-c5a3-4f6a-8046-c2190d6af624,0646f4b2-8b11-4384-86f5-905f209d858a,bc93112c-d441-48a0-8c54-488f7c692d75
2d9882e2-a719-4335-8eb3-eb952e343f17,703,2013-02-15,Low,1d840d83-cea9-4434-904c-8d6584f79e69,2205782a-2e72-4815-95ad-b39bc29a0713,4ae74995-1034-481b-813d-ead1c7292f94
ef889179-7055-44bf-9106-2770fc002058,704,2010-06-09,Critical,3d9e8c2f-ec74-45e6-a36d-b0a9b486c56c,2c220429-e0ba-4b32-bfda-522e52e177b7,f4c0adb5-fc72-4478-a4f6-d235fa5daa65
c8ceefef-1ed3-4fe5-8e61-fc6797eca68d,705,2010-07-02,Medium,3d9e8c2f-ec74-45e6-a36d-b0a9b486c56c,1beeeaf6-7ee4-4201-b4bc-52498275ccb0,80b7eed7-b363-413b-8321-c4b57ac84a00
6651fd54-9596-43df-96da-63bc8a39fe21,706,2012-04-05,Critical,3d9e8c2f-ec74-45e6-a36d-b0a9b486c56c,82d28b81-c4cf-42d1-9449-752345eea614,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
6322c685-6352-4e1c-919a-6d6f7da7f0c4,707,2012-04-13,Not Specified,3d9e8c2f-ec74-45e6-a36d-b0a9b486c56c,dd95c5d0-a779-4d35-b223-944b420762a4,a828de89-cc82-45d4-bf6e-a5b176032f59
b7ee0b32-89fe-4866-8e77-c65607f7100e,708,2012-09-09,Low,3d9e8c2f-ec74-45e6-a36d-b0a9b486c56c,47163123-d410-460e-ae04-d1764d0d2cce,f8ac426e-bd1b-4289-af7b-ee392b687a2f
13b62130-6b33-42bc-acf3-e9c796e7f500,709,2012-11-17,Medium,3d9e8c2f-ec74-45e6-a36d-b0a9b486c56c,e5f952e0-8183-49f7-9687-71ab22c05b94,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
1196cade-c3ce-4aa6-ade5-207e3e305cf5,710,2012-12-10,Critical,3d9e8c2f-ec74-45e6-a36d-b0a9b486c56c,36ce3cf8-551b-43fa-9ec8-696adffac62d,eebe042a-6a13-4133-b768-03d7e64c9369
68ed41fe-e9c1-4150-a9ca-d021c87aa1da,711,2012-04-13,Not Specified,0ab9c812-7865-482c-b955-1bddbc11837c,4790e4df-3443-4cc5-9301-aa0f76ab1296,a828de89-cc82-45d4-bf6e-a5b176032f59
3a5c627a-8435-4707-8b6e-6eba00bb4f2b,712,2010-06-09,Critical,e7c501f2-4262-4627-ad94-140f23ef85df,d3b65d19-a23f-43d3-8e2f-d0eee797bbae,f4c0adb5-fc72-4478-a4f6-d235fa5daa65
6a6519fb-f544-4a74-8b0c-87df9492027f,713,2010-07-02,Medium,e7c501f2-4262-4627-ad94-140f23ef85df,1912ee39-55a2-4e69-bdfb-acde6c6396e4,80b7eed7-b363-413b-8321-c4b57ac84a00
98860c45-b73a-43e7-84b7-450101701033,714,2012-04-05,Critical,e7c501f2-4262-4627-ad94-140f23ef85df,e9f47b3f-23ba-4d3f-86f5-842a32f773f8,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
5a7f9d13-540a-4513-9e50-7ab46c067215,715,2012-09-09,Low,e7c501f2-4262-4627-ad94-140f23ef85df,6e941d18-caca-4c01-bab3-eb85601347d9,f8ac426e-bd1b-4289-af7b-ee392b687a2f
322dd012-6639-440f-a38b-94d73e331251,716,2012-11-17,Medium,e7c501f2-4262-4627-ad94-140f23ef85df,e58ba6b6-a509-4294-afcb-1c1d5ba5fe5f,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
9c742dd0-65f4-470e-a06e-cb9853a01d8b,717,2012-12-10,Critical,e7c501f2-4262-4627-ad94-140f23ef85df,11e17cc6-19d5-4525-ab53-85c946572e39,eebe042a-6a13-4133-b768-03d7e64c9369
4319b300-4f9a-4c12-8ebc-9bb786a2f738,718,2010-05-14,Low,cfaa85f5-35fc-4eae-9a78-edb532364d61,51713e7e-9c61-467a-9598-c54f04acf6e5,4e0e9f58-0a12-43c5-a36f-aaf11745df19
294b9df5-ee16-4d16-ad47-6358bb4875a8,719,2011-10-03,Low,45171742-fb37-441e-b035-46e71d44baf0,b9e58ef7-b6b5-4f13-8052-7054299785b7,f4c0adb5-fc72-4478-a4f6-d235fa5daa65
8c01cc5b-6f94-4e0a-a991-e37408d0d584,720,2012-10-09,Low,45171742-fb37-441e-b035-46e71d44baf0,5575f902-a8af-4512-840e-2d8e4bcacf74,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
