ShippingGUID,ShippingID,DateShipped,ShippingCost,ShipMode,AddressGUID
3d211057-346c-410a-bb00-2ceb254d90c7,1610,10/01/2012,4.86,Regular Air,756ade1d-80a6-4977-b1fa-00f450a52a8d
cbf0a9d0-0b80-4ad3-82f0-0c43e5af37de,1611,27/01/2012,4.23,Regular Air,756ade1d-80a6-4977-b1fa-00f450a52a8d
0cf681d5-1976-4880-bc45-2b284374442b,1612,05/05/2012,1.29,Express Air,756ade1d-80a6-4977-b1fa-00f450a52a8d
f30cb980-684a-424c-a17e-59718c60f6fa,1613,04/05/2012,8.99,Regular Air,756ade1d-80a6-4977-b1fa-00f450a52a8d
c89d76d5-f157-4625-ad6f-8a5a9bb0ea93,1614,19/06/2012,6.02,Regular Air,756ade1d-80a6-4977-b1fa-00f450a52a8d
fa81c248-d515-4607-8af3-6fd210aae05c,1615,08/11/2012,19.99,Regular Air,756ade1d-80a6-4977-b1fa-00f450a52a8d
5cd91d18-afdf-4d48-9a6e-0ceb18073769,1616,25/02/2013,110.2,Delivery Truck,756ade1d-80a6-4977-b1fa-00f450a52a8d
5bc38c2c-569c-4b8a-ad95-8a9f78f16d3f,1617,18/02/2013,5.0,Regular Air,756ade1d-80a6-4977-b1fa-00f450a52a8d
417cebca-bb43-4ec1-8b2a-be84d7ba213f,1618,18/07/2011,0.49,Regular Air,e9dfe101-c43d-4b47-8932-54cd3395c571
4acd9ba5-2ce0-40b7-9810-c1c427f991e5,1619,21/08/2011,1.02,Regular Air,e9dfe101-c43d-4b47-8932-54cd3395c571
966cf333-416b-43d1-a72e-11e9f064aa77,1620,21/03/2012,6.07,Regular Air,e9dfe101-c43d-4b47-8932-54cd3395c571
4b5c18bc-b36e-4834-8349-7b3d2aad2ded,1621,27/03/2012,24.49,Regular Air,e9dfe101-c43d-4b47-8932-54cd3395c571
3b47c9cb-78a8-4327-a713-2f29494c924d,1622,28/03/2012,35.0,Regular Air,e9dfe101-c43d-4b47-8932-54cd3395c571
86dd2880-42cc-4e9e-98e3-833efb86321d,1623,18/07/2013,2.99,Regular Air,e9dfe101-c43d-4b47-8932-54cd3395c571
49857f1c-4a9a-45d8-9f6b-9975f3f49b05,1624,05/07/2013,3.37,Regular Air,6c348db4-0f5e-4b0a-a651-d1c64a6bd269
c3cb8dfe-6cf6-492b-85b9-46cae7b0a3ef,1625,16/01/2012,60.2,Delivery Truck,ec9fbe8d-ad05-4a4c-88ac-0e817fa87481
5ec798e5-efc6-41ca-a785-36f23a235472,1626,24/06/2013,4.0,Regular Air,ec9fbe8d-ad05-4a4c-88ac-0e817fa87481
0aea6347-2568-46e1-b2cb-078f0325f53c,1627,22/06/2010,19.99,Regular Air,6aa8022f-601a-4e66-ab2a-a50f0bb8f8ca
e5fa1fd5-7cbb-4a99-85a5-3e88a310d120,1628,10/03/2011,13.99,Regular Air,6aa8022f-601a-4e66-ab2a-a50f0bb8f8ca
e1cd90f0-992f-4f10-aa4b-60d7874bdb1d,1629,10/03/2011,53.03,Delivery Truck,6aa8022f-601a-4e66-ab2a-a50f0bb8f8ca
c7b450c1-442e-4113-b03e-0cbabef60886,1630,10/03/2011,0.99,Express Air,6aa8022f-601a-4e66-ab2a-a50f0bb8f8ca
0b67238f-d32d-46a3-86ff-755697730c80,1631,19/06/2013,6.5,Regular Air,6aa8022f-601a-4e66-ab2a-a50f0bb8f8ca
812d2772-4d82-4ac6-832c-be9ded25e530,1632,22/06/2010,8.99,Regular Air,0c4227db-ded4-4ff1-916f-0b180bd9aeab
93464ea2-13fa-4773-950a-865445cda010,1633,30/11/2010,0.71,Regular Air,9513fc23-3949-4489-affe-6da40cf29353
7e7a3865-ee69-4fbe-81b6-b452e70a8811,1634,08/05/2011,13.99,Regular Air,9513fc23-3949-4489-affe-6da40cf29353
6f54cbeb-9246-4b10-93b6-01c72cd653bc,1635,11/06/2011,0.7,Regular Air,9513fc23-3949-4489-affe-6da40cf29353
86174d07-3ebc-4bdd-800c-4b5a01d8a600,1636,24/09/2012,11.25,Regular Air,9513fc23-3949-4489-affe-6da40cf29353
04438ec9-76e7-4dcf-b1a5-3b0f429dcdbf,1637,09/05/2013,14.48,Regular Air,9513fc23-3949-4489-affe-6da40cf29353
5e7edf1d-c4f2-449c-9c80-5ade18f8f64b,1638,08/01/2010,13.18,Regular Air,abff2c41-ac32-4ad8-b81f-5d28b4196f94
1ee585c5-d967-4af8-b04c-8b02fc68c742,1639,19/08/2010,44.55,Delivery Truck,abff2c41-ac32-4ad8-b81f-5d28b4196f94
308af17a-c504-4567-add9-3786c8abf6fa,1640,20/08/2010,4.95,Regular Air,abff2c41-ac32-4ad8-b81f-5d28b4196f94
1ac7f9ae-39a9-4f95-85e1-ef5a415da014,1641,22/08/2010,11.28,Regular Air,abff2c41-ac32-4ad8-b81f-5d28b4196f94
1788192c-bbc6-4996-aeda-4906651e6eb5,1642,17/04/2010,1.49,Express Air,8205091f-ac90-41cf-b5ae-67a3d852d325
9e4ebbac-ca5f-47f8-84bb-f17eda3080cf,1643,18/04/2013,29.7,Delivery Truck,8205091f-ac90-41cf-b5ae-67a3d852d325
94185c14-026a-480d-b936-bb539a436a16,1644,18/03/2011,8.99,Regular Air,4bc521c9-efbb-4994-9fb8-b33bed37afbd
451c079f-8afb-43b0-b534-12320ccb2b73,1645,20/12/2011,3.99,Express Air,9b5c40aa-4785-4a9d-a98d-b89db65e39be
58047b30-beba-47f1-9c06-93c2c7d495b1,1646,19/12/2013,8.66,Express Air,7a645b24-d2fe-4195-86a1-58600ace6b61
aefd9ddb-c17e-4717-a6b4-e717875bc99e,1647,21/01/2010,9.03,Regular Air,2bdd1803-a7a0-403c-a91f-5c527c34c7c9
6afa550d-cb2a-48a4-a597-d8a975507868,1648,05/10/2013,19.99,Regular Air,e145d08c-da28-47b2-9975-a6a7730ceee9
2b9158c1-8292-41dd-9bf4-e69baec04602,1649,20/01/2010,56.14,Delivery Truck,862c4539-b59c-48c9-8706-2380e04fa2cb
7b373f9a-6763-4c07-904a-bd3647347046,1650,10/06/2011,5.0,Regular Air,53c745a0-3ec0-4740-ad92-5153078b43c8
bc63faa2-6fc0-4b3c-8920-89a12326d2af,1651,19/01/2012,1.6,Regular Air,53c745a0-3ec0-4740-ad92-5153078b43c8
a774c882-1a99-44f5-86c3-df6e7db40c17,1652,01/12/2010,7.4,Regular Air,7e024a76-5811-4b33-a2a4-f3f17d9043b0
b71547aa-c404-4704-a1af-951674f7ed0e,1653,13/02/2012,24.49,Regular Air,7e024a76-5811-4b33-a2a4-f3f17d9043b0
d0bc5fb9-ad17-4588-9196-deb7dd4ed2bb,1654,03/03/2012,4.99,Regular Air,7e024a76-5811-4b33-a2a4-f3f17d9043b0
4831ffde-7e85-4a23-81c4-34580f743741,1655,11/05/2013,6.05,Regular Air,7e024a76-5811-4b33-a2a4-f3f17d9043b0
e2766a5e-402a-4226-8e73-2f3eb4bc4eba,1656,11/04/2013,4.97,Regular Air,b952db01-b937-437a-9004-66ab2379e81d
23ddd72f-a885-4eac-8ec3-811445364f55,1657,20/01/2010,8.99,Regular Air,09b1f05b-800b-472d-abf9-f4a67da77dd7
e50f6de2-3765-4477-b1b2-f02f5a6fc7ab,1658,19/04/2010,30.0,Delivery Truck,09b1f05b-800b-472d-abf9-f4a67da77dd7
7a0b8960-69f7-4eab-aae3-380dbf6ccb1e,1659,06/05/2013,11.64,Regular Air,09b1f05b-800b-472d-abf9-f4a67da77dd7
aa2121f4-5a91-4473-ac5c-b07b90659c2b,1660,26/04/2010,5.42,Regular Air,b817ff5c-3340-4282-851e-9d402f0502c8
45de37d3-9cf2-4302-8fd0-a8a0d78d8379,1661,07/05/2013,6.27,Regular Air,b817ff5c-3340-4282-851e-9d402f0502c8
2520a852-7e3b-4d5c-9cfc-e09f2f0ead8b,1662,07/05/2013,19.99,Express Air,b817ff5c-3340-4282-851e-9d402f0502c8
8ff477ee-5be4-4928-9b06-0c47346ae4f2,1663,08/05/2013,0.96,Express Air,b817ff5c-3340-4282-851e-9d402f0502c8
b9128d6f-61cf-4e9f-9350-a7c297d22f84,1664,20/01/2010,8.99,Regular Air,bf857ea7-541c-4909-ad3d-f0e4ca71a598
bcdd20f7-353a-477a-b22e-030b7f21b2ba,1665,26/04/2010,5.42,Regular Air,bf857ea7-541c-4909-ad3d-f0e4ca71a598
9ab03771-8de3-4245-bd3b-106bb001cd61,1666,19/04/2013,30.0,Delivery Truck,bf857ea7-541c-4909-ad3d-f0e4ca71a598
8ac60a6b-6053-4146-9531-598677b60117,1667,07/05/2013,6.27,Regular Air,bf857ea7-541c-4909-ad3d-f0e4ca71a598
8326a873-0e0d-46eb-a911-f2143d361992,1668,06/05/2013,11.64,Regular Air,bf857ea7-541c-4909-ad3d-f0e4ca71a598
344a337f-536c-441a-bf4c-a400a707dc7a,1669,07/05/2013,19.99,Express Air,bf857ea7-541c-4909-ad3d-f0e4ca71a598
19f6fbca-7a52-45e7-ba10-10f792496ce8,1670,08/05/2013,0.96,Express Air,bf857ea7-541c-4909-ad3d-f0e4ca71a598
56d516b5-c03a-45f9-8ed9-08173895ad3a,1671,22/09/2010,0.5,Regular Air,a8331cd4-6bd2-4e20-8148-75ee8e5d5d70
8dd868fd-fdb5-4fab-b590-ad27b7cdb4d6,1672,21/09/2010,5.81,Regular Air,a8331cd4-6bd2-4e20-8148-75ee8e5d5d70
3758a440-82e3-4ba7-bdf7-830cac5ec4bf,1673,06/06/2011,19.99,Express Air,a8331cd4-6bd2-4e20-8148-75ee8e5d5d70
873678f9-fde5-4cd2-8437-40c46da1d5fe,1674,14/02/2012,8.99,Regular Air,a8331cd4-6bd2-4e20-8148-75ee8e5d5d70
190e0c19-473c-40ee-8188-36b5f62180f0,1675,12/03/2010,54.12,Delivery Truck,90a8ef87-fdcb-4bb3-b521-2da0272ff2e0
49c62442-63f2-4327-a813-e64be8d002dc,1676,28/03/2013,1.99,Regular Air,90a8ef87-fdcb-4bb3-b521-2da0272ff2e0
51a80e62-734d-490c-8787-a47585943d7a,1677,27/03/2013,45.0,Delivery Truck,90a8ef87-fdcb-4bb3-b521-2da0272ff2e0
7a29b8d4-9e27-416c-bf49-9d457bc5334a,1678,09/02/2010,1.01,Regular Air,cfa9458f-0036-43ae-a9af-4c0a63296a2e
384e1ede-6d9d-416d-8e81-b8b12d701a70,1679,12/02/2010,3.99,Regular Air,cfa9458f-0036-43ae-a9af-4c0a63296a2e
4709b1b7-34e2-4189-b274-960a175dcfc3,1680,11/01/2011,2.39,Express Air,cfa9458f-0036-43ae-a9af-4c0a63296a2e
8cb72a83-094e-4629-8ab3-19d1464434e7,1681,03/12/2012,1.99,Express Air,cfa9458f-0036-43ae-a9af-4c0a63296a2e
1ef782d2-3e69-47e5-8dec-775e001eeae8,1682,02/12/2012,5.81,Regular Air,cfa9458f-0036-43ae-a9af-4c0a63296a2e
8a109d5b-d134-4823-88ec-21936adae682,1683,24/02/2013,0.7,Express Air,cfa9458f-0036-43ae-a9af-4c0a63296a2e
0adc5cef-a329-451f-93aa-01ceabce16f1,1684,01/08/2012,1.99,Regular Air,5a8afde5-c4a6-4d9a-a458-3c959989a973
d78b150d-2a02-4878-8d48-9a6e28cb2177,1685,06/08/2012,4.53,Regular Air,5a8afde5-c4a6-4d9a-a458-3c959989a973
a0736128-2fd9-4e8f-9026-6d0c6e8ee92f,1686,03/07/2010,19.99,Regular Air,eeda9b0f-4b0a-442e-994f-a932480f85af
baa8e9b0-aae8-42b9-9a40-76660093a0ce,1687,22/02/2011,19.99,Regular Air,eeda9b0f-4b0a-442e-994f-a932480f85af
9675cf29-3f4d-40d5-a811-0a0482ea0044,1688,11/11/2011,55.24,Delivery Truck,eeda9b0f-4b0a-442e-994f-a932480f85af
2fa9e89f-b19c-4ca8-995b-0d8aa8376cc1,1689,13/11/2011,3.5,Regular Air,eeda9b0f-4b0a-442e-994f-a932480f85af
f833588e-91d2-45b1-9f9a-a9bbdccceb01,1690,10/11/2011,2.5,Regular Air,eeda9b0f-4b0a-442e-994f-a932480f85af
471cf978-a514-4b09-aea3-5265a8effbfd,1691,08/11/2011,0.5,Regular Air,eeda9b0f-4b0a-442e-994f-a932480f85af
e7aaad43-eb7d-41b5-adfd-995ccca3934d,1692,13/03/2013,7.69,Regular Air,eeda9b0f-4b0a-442e-994f-a932480f85af
4ff534ec-23fa-4a9c-9deb-41c474262d58,1693,09/08/2011,7.72,Regular Air,a09532ab-37b4-4a83-ba63-8209390b31e4
c85721b1-c84f-4d87-9d39-2a043a55d1e3,1694,10/08/2011,6.02,Regular Air,a09532ab-37b4-4a83-ba63-8209390b31e4
71b608ad-a4d7-4956-888f-4499f3e17a2b,1695,07/08/2013,56.14,Delivery Truck,417dd5ae-baef-45d9-99c1-1c7d6c98a54f
4e56f75d-2083-4c34-ac4e-4e38bc54e03d,1696,12/08/2013,7.28,Express Air,417dd5ae-baef-45d9-99c1-1c7d6c98a54f
5722de83-042a-4bdc-bbaa-356717df880b,1697,23/04/2010,10.68,Express Air,433807dd-90f0-4f37-bb24-13cb90951960
8a8ca40d-7f2d-44b9-87fe-4ada5b98d5ee,1698,26/10/2013,5.22,Express Air,433807dd-90f0-4f37-bb24-13cb90951960
c02d5eed-9202-4fa4-a555-48c78ea0e738,1699,05/09/2010,5.13,Regular Air,64ff9457-62bc-4d7d-a66d-3c208df9da80
6c8d42d2-5e43-4b3b-bfd3-2989ad6b38e4,1700,22/05/2011,5.6,Regular Air,64ff9457-62bc-4d7d-a66d-3c208df9da80
823a11a8-dd92-4ae8-b313-875cd8cb13f7,1701,21/05/2011,0.5,Regular Air,64ff9457-62bc-4d7d-a66d-3c208df9da80
c16c1c72-1531-4e8d-ae62-1f12e7974d1d,1702,08/04/2012,9.54,Regular Air,64ff9457-62bc-4d7d-a66d-3c208df9da80
5cd92d6c-828c-4dbe-9b80-a0426b78622c,1703,05/09/2013,85.63,Delivery Truck,64ff9457-62bc-4d7d-a66d-3c208df9da80
d662b2ff-472f-478f-8626-00fa6a3cda69,1704,06/09/2010,4.9,Regular Air,4fb7179f-7cd5-4af0-bf4b-9aaa758862b0
7b0b4267-e980-4199-b94a-a2b0c832b624,1705,08/02/2011,7.54,Regular Air,4fb7179f-7cd5-4af0-bf4b-9aaa758862b0
ca036b5d-b3bb-4142-872d-3ab0b0fa3e17,1706,07/02/2011,16.87,Regular Air,4fb7179f-7cd5-4af0-bf4b-9aaa758862b0
afe36681-6b48-4ea5-9c31-13bd1745f6f2,1707,16/02/2013,60.2,Delivery Truck,4fb7179f-7cd5-4af0-bf4b-9aaa758862b0
a515a37c-6a4d-4fec-952e-15fea2f88169,1708,04/10/2013,12.52,Regular Air,4fb7179f-7cd5-4af0-bf4b-9aaa758862b0
20b16cfb-6bed-4948-a6e2-e8c3ed8883ca,1709,06/10/2013,9.54,Regular Air,4fb7179f-7cd5-4af0-bf4b-9aaa758862b0
28e63977-126f-42f1-a5e7-38f398b70996,1710,01/10/2013,5.19,Regular Air,4fb7179f-7cd5-4af0-bf4b-9aaa758862b0
8a1cc8ae-ec71-4a08-b4d2-f1f50e659219,1711,25/10/2013,12.23,Regular Air,20aab077-8899-45c2-903a-faa5b079b267
3a1db8ed-b64c-411f-9790-66e5d5856b36,1712,08/04/2010,8.99,Express Air,86db3b9e-5548-4640-8e42-12c12a851840
55dd5ff7-ce4a-4886-9489-2c99c5d3bbda,1713,09/09/2012,0.5,Regular Air,86db3b9e-5548-4640-8e42-12c12a851840
5e721181-cab4-40d0-816a-7e4c1e7d1286,1714,07/06/2011,19.99,Express Air,6afe1930-f1aa-402c-8a8a-84060f327716
afbe73ac-bbf0-498c-a727-7931bebf43b8,1715,07/06/2011,1.25,Regular Air,6afe1930-f1aa-402c-8a8a-84060f327716
755d8544-0602-4832-8d2a-25ab2172448f,1716,19/09/2011,5.6,Regular Air,6afe1930-f1aa-402c-8a8a-84060f327716
e79b6950-a7b0-4d4a-809c-88685f51b192,1717,18/08/2013,7.78,Regular Air,6afe1930-f1aa-402c-8a8a-84060f327716
59e9a4d8-c939-4c0d-ac63-29bb880bf592,1718,15/01/2012,5.74,Regular Air,380d8ef6-948d-4dfa-89cd-2a83d88d8002
81404758-bcdc-4ff4-ac79-32aa99b3be4f,1719,12/01/2012,1.39,Regular Air,380d8ef6-948d-4dfa-89cd-2a83d88d8002
c711af14-1911-4201-989b-01546bb0b0fa,1720,16/05/2010,35.0,Regular Air,df36df74-6057-4ed0-91fd-e4a28ceed903
ec80f676-75d3-43d2-ad16-5cf51ec2357a,1721,08/09/2010,2.99,Regular Air,df36df74-6057-4ed0-91fd-e4a28ceed903
00be163e-bb5d-4077-aa39-248d3cd867fe,1722,14/11/2011,48.2,Regular Air,df36df74-6057-4ed0-91fd-e4a28ceed903
84be3709-aa91-4064-acfb-bfcd23c68be9,1723,14/11/2011,51.92,Delivery Truck,df36df74-6057-4ed0-91fd-e4a28ceed903
6cb3c363-f14e-46c8-83d8-89686322e0ff,1724,22/11/2011,5.44,Regular Air,df36df74-6057-4ed0-91fd-e4a28ceed903
c80d1261-07d9-45ba-b68d-9295fc6ab648,1725,06/06/2012,1.99,Regular Air,df36df74-6057-4ed0-91fd-e4a28ceed903
3e7fdb03-fc7e-477d-a559-2d72720bc97d,1726,05/02/2010,1.99,Regular Air,89b28ba2-3910-471d-bf8e-7b197005346b
3c6aa20d-610e-4226-87c6-b038ede37a4f,1727,13/01/2012,5.22,Regular Air,89b28ba2-3910-471d-bf8e-7b197005346b
d0680e31-a76e-432a-af89-e9ecd6f222ad,1728,06/07/2012,0.81,Regular Air,89b28ba2-3910-471d-bf8e-7b197005346b
fc693832-ad92-495f-91bd-d6820a3051a3,1729,31/10/2012,0.7,Regular Air,89b28ba2-3910-471d-bf8e-7b197005346b
f7f44170-87df-40da-b72c-9a4ba8a9641c,1730,22/03/2010,6.35,Regular Air,f6c9b375-df4b-468d-a37a-ee8fcf74b547
628b9d1e-30a9-4d7c-8acb-7b2dcd4d8c90,1731,29/11/2011,4.2,Regular Air,f6c9b375-df4b-468d-a37a-ee8fcf74b547
e41190e3-5fb2-4f10-8b1f-ca07d1fc3947,1732,07/01/2012,49.0,Regular Air,f6c9b375-df4b-468d-a37a-ee8fcf74b547
a1f44ad4-8d3f-4789-8026-2fb0da69e13a,1733,17/06/2012,4.77,Regular Air,f6c9b375-df4b-468d-a37a-ee8fcf74b547
0ec3ec62-0e0b-4e50-a107-9348a4ca36c3,1734,18/07/2012,5.71,Regular Air,f6c9b375-df4b-468d-a37a-ee8fcf74b547
53ab648d-c508-44a4-aa2f-6b310a06489d,1735,20/04/2013,13.99,Regular Air,f6c9b375-df4b-468d-a37a-ee8fcf74b547
02fe91e9-ad9e-4cb4-b06f-3ac382df5a5c,1736,02/06/2013,70.2,Delivery Truck,f6c9b375-df4b-468d-a37a-ee8fcf74b547
782eba54-75f6-49bb-aab7-3f6f9cd3507b,1737,02/06/2013,6.5,Regular Air,f6c9b375-df4b-468d-a37a-ee8fcf74b547
739999c9-a948-4f3f-886d-eb8384ec5d45,1738,03/09/2013,1.49,Regular Air,f6c9b375-df4b-468d-a37a-ee8fcf74b547
7718d034-bc1b-4987-9395-a88d6b7c1e25,1739,10/09/2013,1.39,Regular Air,f6c9b375-df4b-468d-a37a-ee8fcf74b547
82ec8f45-11d7-4669-837b-18d54a2313f5,1740,25/03/2010,41.44,Delivery Truck,86a9905a-56ed-4b13-807e-99ac0046dbd4
dd3e7e11-c321-46e7-8781-1b8e759946d0,1741,15/09/2010,2.99,Express Air,86a9905a-56ed-4b13-807e-99ac0046dbd4
914afb80-432a-4ccb-bfc9-b17d9803c446,1742,15/09/2010,53.48,Delivery Truck,86a9905a-56ed-4b13-807e-99ac0046dbd4
96da8184-a7b6-4c3f-a909-27b9a18f4f17,1743,15/09/2010,5.26,Regular Air,86a9905a-56ed-4b13-807e-99ac0046dbd4
b6c45556-758c-465d-827d-890dcdfeff42,1744,07/11/2010,23.78,Delivery Truck,86a9905a-56ed-4b13-807e-99ac0046dbd4
28e887c2-2bc3-4cfc-8ba2-7855208fc212,1745,26/08/2011,5.0,Regular Air,86a9905a-56ed-4b13-807e-99ac0046dbd4
e8710c07-b52a-476c-b283-c1c7345bc66c,1746,26/04/2013,1.69,Regular Air,86a9905a-56ed-4b13-807e-99ac0046dbd4
750426b1-67c4-43d1-aa12-a47e890f875f,1747,20/08/2013,15.1,Regular Air,86a9905a-56ed-4b13-807e-99ac0046dbd4
20a56f55-d923-40d5-91a5-3d2179c83e4c,1748,19/08/2013,5.5,Express Air,86a9905a-56ed-4b13-807e-99ac0046dbd4
eb703667-6c34-4e64-b1fe-11ca50615000,1749,21/08/2013,0.7,Regular Air,86a9905a-56ed-4b13-807e-99ac0046dbd4
def9bb10-743c-455d-bad0-f319a2da3850,1750,26/04/2011,2.99,Express Air,ed835049-df5c-477f-add0-e8d938a30fb6
df21903e-68e4-48ce-a2a5-a1841845ee64,1751,23/09/2012,0.99,Regular Air,ed835049-df5c-477f-add0-e8d938a30fb6
f514ccef-9248-429d-89c4-74df7f97987a,1752,25/09/2012,7.86,Regular Air,ed835049-df5c-477f-add0-e8d938a30fb6
83d99906-463f-462b-add0-a0784d7bb395,1753,12/10/2012,2.39,Regular Air,ed835049-df5c-477f-add0-e8d938a30fb6
ab5c9669-23f2-4048-8706-97e0d7c66fdc,1754,27/04/2013,2.35,Regular Air,ed835049-df5c-477f-add0-e8d938a30fb6
563624a1-dfbf-4dc2-a1ad-c4b52aa90e47,1755,10/11/2013,4.68,Regular Air,ed835049-df5c-477f-add0-e8d938a30fb6
6ef694b1-19f0-47e1-9a53-47a0aed92b16,1756,10/06/2011,3.99,Express Air,acefbff4-7740-47b1-8bd3-fa047dd4fd7a
aee246c5-e27f-4e83-9a3c-9e6fb61c3c69,1757,18/08/2013,49.0,Regular Air,acefbff4-7740-47b1-8bd3-fa047dd4fd7a
56473d3d-b072-463b-8c0e-16e50d12dd89,1758,28/03/2010,2.83,Regular Air,f9cdfa02-8302-402e-a447-38570a537ed8
dfaa576f-6a76-4094-bd4e-f3f28adfbb19,1759,09/04/2010,19.99,Regular Air,f9cdfa02-8302-402e-a447-38570a537ed8
d0b09844-972a-450c-9610-0cdf4b95ef46,1760,01/09/2011,2.85,Regular Air,f9cdfa02-8302-402e-a447-38570a537ed8
13823cfa-17df-4617-92c4-a8b8030cf862,1761,16/03/2012,0.85,Regular Air,f9cdfa02-8302-402e-a447-38570a537ed8
c4e1bff0-8a16-4f5d-904a-6b9c901d56be,1762,28/03/2013,1.5,Regular Air,f9cdfa02-8302-402e-a447-38570a537ed8
880ccbf5-f425-4b3b-98e6-bb0d38b4a52a,1763,28/03/2010,8.99,Regular Air,b5523772-4e60-4753-b176-52f2df7e2cf0
d9a97ab2-e864-437a-81ef-83c3202a23ee,1764,09/08/2010,13.32,Regular Air,b5523772-4e60-4753-b176-52f2df7e2cf0
8753daa5-cdf7-4d94-b14b-b41bb5ef94d8,1765,03/02/2011,6.5,Regular Air,b5523772-4e60-4753-b176-52f2df7e2cf0
d1b22f25-5454-4e16-be3d-405f775b4688,1766,30/03/2012,3.63,Regular Air,b5523772-4e60-4753-b176-52f2df7e2cf0
df71f8f6-5eb9-4b4f-b3cc-97b6da2228f8,1767,19/04/2013,3.9,Regular Air,b5523772-4e60-4753-b176-52f2df7e2cf0
a5dca858-f44d-4854-9680-3ae42eb9b8dc,1768,28/03/2010,2.83,Regular Air,de32e1e4-36e9-423a-ae0b-01dc46a29f31
7ee54bb4-b66d-42bd-9b04-7d3c1c4929b9,1769,09/04/2010,19.99,Regular Air,de32e1e4-36e9-423a-ae0b-01dc46a29f31
71176c12-c634-4307-ad6c-87a303534359,1770,09/08/2010,13.32,Regular Air,de32e1e4-36e9-423a-ae0b-01dc46a29f31
9ba8e485-73d4-4c82-8bbe-8f9ca7e620ca,1771,03/02/2011,6.5,Regular Air,de32e1e4-36e9-423a-ae0b-01dc46a29f31
f3467a60-1e09-4716-844c-bd325712fbdf,1772,01/09/2011,2.85,Regular Air,de32e1e4-36e9-423a-ae0b-01dc46a29f31
b5695ea6-75a8-4cb2-a11a-c7e46c7d878b,1773,16/03/2012,0.85,Regular Air,de32e1e4-36e9-423a-ae0b-01dc46a29f31
aac1b87c-ed64-449e-b670-b0b72bbe70da,1774,30/03/2012,3.63,Regular Air,de32e1e4-36e9-423a-ae0b-01dc46a29f31
1bd3bab7-58e3-4995-97b4-d510653146d3,1775,28/03/2013,1.5,Regular Air,de32e1e4-36e9-423a-ae0b-01dc46a29f31
1e40f9b4-e777-4977-94f6-518352584a2f,1776,19/04/2013,3.9,Regular Air,de32e1e4-36e9-423a-ae0b-01dc46a29f31
1a2d2e8c-d9af-4d9b-aa74-ba79af986c10,1777,24/04/2010,5.61,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
7d776ede-def9-45a0-9a02-5771d2ee8e01,1778,07/06/2010,1.22,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
da5f4cca-d5ba-4974-9065-501db4127103,1779,08/06/2010,0.93,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
f88cb918-432f-48c8-8554-59425eb0d25e,1780,01/07/2010,2.82,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
79a3fc7e-282a-4584-a8df-c416dc4d30e7,1781,03/07/2010,9.45,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
a725c443-85b7-4d65-8d94-449819c18d7a,1782,31/07/2010,5.14,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
89aac459-1efd-4757-bbc9-d84aafa63df9,1783,31/07/2010,57.0,Delivery Truck,8be3ec67-074b-4957-bfc9-4722394bee04
b8c9ae7f-786d-4968-af30-690f7d3308bf,1784,21/11/2010,1.2,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
70013adf-20fb-4921-9e29-5d6751deb5fd,1785,09/07/2011,69.0,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
3253c035-32d0-4059-ab63-264f9899b9ae,1786,24/07/2011,30.0,Delivery Truck,8be3ec67-074b-4957-bfc9-4722394bee04
09005fa2-a62a-490c-8c21-5143737bdee2,1787,24/10/2011,35.0,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
d7828c61-1ccf-4f1e-951c-1863e0e0b678,1788,17/12/2011,1.93,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
647de3ee-bf9b-482a-b0c5-13a3826c06b6,1789,07/05/2012,2.99,Express Air,8be3ec67-074b-4957-bfc9-4722394bee04
9e40c6e4-18c8-4f88-8672-b3bda58a0df6,1790,08/08/2012,4.32,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
fd929fd6-e2f9-486e-919b-121c365cbdd7,1791,07/08/2012,6.02,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
33c2605f-0b0f-4400-8761-72b558b8387f,1792,08/12/2012,35.0,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
64cc4167-f058-461d-8528-be4e83b42868,1793,06/12/2012,8.99,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
324e248a-14e4-4828-9deb-dc5fde264e75,1794,27/12/2012,45.0,Delivery Truck,8be3ec67-074b-4957-bfc9-4722394bee04
c41c3525-d048-4eb6-975f-af6f22f9e584,1795,27/12/2012,0.5,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
fd40c27a-8695-485e-807b-8036728d1bdb,1796,27/04/2013,29.1,Delivery Truck,8be3ec67-074b-4957-bfc9-4722394bee04
4db822ae-49e8-4d2e-a9f4-6db067f493f3,1797,24/04/2013,5.43,Regular Air,8be3ec67-074b-4957-bfc9-4722394bee04
