SalesGUID,SalesID,Profit,Sales,QuantityOrdered,ProductBaseMargin,Discount,UnitPrice,OrderGUID,ProductGUID
37995e46-5ba3-40c3-944a-eb7368096d9a,504,39.36,458.25,4,0.49,0.03,115.79,b2741276-fa0f-4ef8-a778-0bee4b62e73d,4e0e9f58-0a12-43c5-a36f-aaf11745df19
fc63e0a5-64df-450c-874a-f86d340753e9,505,72.1878,104.62,7,0.46,0.1,15.68,3017ddec-bde2-4e88-90b5-300f8b2d92bd,80b7eed7-b363-413b-8321-c4b57ac84a00
2ede495b-0c37-4b27-8a11-a21c1d27f91d,506,-255.688272,5003.14,18,0.78,0.1,286.85,8c13fec5-8052-4f7e-9108-53e2db045656,f8ac426e-bd1b-4289-af7b-ee392b687a2f
b3177179-7090-45ba-ad25-1752302689d0,507,-4.30752,203.59,18,0.35,0.04,11.58,c3fc7db6-0af4-4bcc-a5b7-e57675937760,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
7fdbdda0-639e-4b7b-9dca-578e4b2bd962,508,-53.745,1332.82,5,0.66,0.1,280.98,7cd28f36-bcca-4e20-a48f-d85b5db48de9,f8ac426e-bd1b-4289-af7b-ee392b687a2f
3065871b-095c-4596-b5e0-b94ae981db3f,509,-43.7,174.1,22,0.77,0.07,8.12,1fa85cb4-113e-48c0-a632-922254819117,4e0e9f58-0a12-43c5-a36f-aaf11745df19
237a8d57-8a86-47f4-b437-75704140e8c6,510,1426.257,2357.17,23,0.57,0.01,115.99,9f3fa961-8fd5-418a-99af-7aca4c01537b,8fc5df08-168f-4cbf-9b68-2580389ae0d7
ea943c8c-6796-459d-a9bd-ff64e8c7d163,511,-5.865552,22.23,1,0.35,0.01,20.98,43df7d12-2e99-4317-b40c-e552d3d1d9ce,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
da005ae7-1a20-45f5-a8c0-c9d945316888,512,1113.3495,1613.55,5,0.56,0.0,306.14,ac5cd06d-9117-437b-a6b6-6da886829445,ca9f7d3b-7efb-4b94-8af6-123d843d2365
12d9b386-910d-4923-861d-308e65ea7f21,513,253.4715,367.35,14,0.4,0.09,28.48,809ecd8b-e537-4e05-ab78-5bfc2903e1ac,4e0e9f58-0a12-43c5-a36f-aaf11745df19
2a010bf8-6479-4eb2-9443-13b157ec5851,514,-38.23,103.17,12,0.61,0.04,8.46,3f6c782f-499a-4a81-8289-be394e50c5e1,4e0e9f58-0a12-43c5-a36f-aaf11745df19
4753dc25-9362-4310-aba4-7a8a99d8e54f,515,31.05,45.0,4,0.35,0.02,10.94,f48569e7-b393-47f5-b041-29d529d14e2b,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
24312d4b-2322-4833-98be-c7f579982c73,516,0.684,34.64,4,0.59,0.03,8.34,0fad32a9-2552-4133-8dd5-f15bd49f3e45,f4c0adb5-fc72-4478-a4f6-d235fa5daa65
e69673c0-efb9-4a76-839d-c87fdaaf2ad5,517,-470.85,501.58,12,0.77,0.04,40.48,9c01ce63-9d7c-4c3e-9182-d1982b5623d7,bc93112c-d441-48a0-8c54-488f7c692d75
987d4eef-ceab-4844-9046-164c72a9c711,518,116.9964,410.25,16,,0.08,26.64,b6d466e6-bf62-4dad-80bb-6f8fccba1378,627735ec-4416-4952-b361-15cc84007168
7279b17e-ad44-47e5-ab4c-e33be79d2efe,519,-43.6356,150.48,2,0.52,0.1,78.65,318e1101-f7dd-48ee-abb6-1ff6ff0af35f,c44d630b-0c0f-4b88-bf8a-97fe9dd80d23
cd7dc272-2c16-4174-a72f-7761a8ac1708,520,26.7651,38.79,9,0.38,0.04,3.69,c89d3fcc-7d7f-4f41-8150-a503ed49b3ac,a828de89-cc82-45d4-bf6e-a5b176032f59
7d1aefc0-9432-47a7-82f2-4ad998f3e9a0,521,-127.008,52.47,3,0.45,0.05,17.48,4542b618-92f9-4d15-945e-aea551b7da20,4e0e9f58-0a12-43c5-a36f-aaf11745df19
3384b1b1-38c6-4cab-91c7-413b2e7ca823,522,17.595,22.62,4,0.64,0.01,4.98,a285649f-a37e-4120-abdc-583f08007fb5,4e0e9f58-0a12-43c5-a36f-aaf11745df19
0fd22afb-a93e-44a7-b215-2d933764434c,523,176.658,83.49,31,0.39,0.01,2.62,5151d7c6-8831-469a-90cd-3a625de3c1d0,d8ac74b0-6467-45e0-83de-90b1bde6c20f
01c46bbd-0d49-4b88-abf1-859d978b39d3,524,501.903,45.81,8,0.39,0.04,5.53,8c82fbe0-58c9-46e6-bdaf-528d9014dfec,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
993b830b-c03f-4b45-b885-f7d7ca22acac,525,25.704,240.63,4,0.7,0.09,60.98,3941c488-9179-4f85-a00f-1771148e24ff,254f6ae9-0514-44c4-9358-31fa425339f2
7a07f60c-e38d-4027-a279-89e56ad8b4ae,526,5.7532,26.38,10,0.56,0.09,2.88,f35c6b12-57dc-4c82-b1b7-4e6f9124deb7,4ae74995-1034-481b-813d-ead1c7292f94
e38ec583-22d8-4f1e-88ed-e1d9f4e96ec1,527,5466.3939,7922.31,33,0.59,0.0,232.58,ff5a8993-4e89-4901-9236-836dd493aab8,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
62c3c097-2958-4b76-89ca-9f4434da5685,528,77.1282,111.78,33,0.37,0.06,3.08,afc3bdee-a3ee-4eab-bf8c-0626fcb8514c,a828de89-cc82-45d4-bf6e-a5b176032f59
d48e418f-7acb-4b05-b2c8-cebce22271fe,529,583.15,1576.52,9,0.66,0.03,170.98,5bb9ac26-228b-4839-b367-6da331ebcb51,23f9b2e9-a232-44f5-a56b-5a94685c046e
30ee42e3-a6a4-41f3-a09a-222a1dad9923,530,-162.7748,214.48,12,0.59,0.04,17.7,c6921593-d5f7-4c6d-9f81-70d5f0588748,0270a150-478b-4fd8-b108-aa88ce2b6047
42a7123d-ca4b-419b-8969-39c72730a066,531,75.9138,110.02,2,0.36,0.04,54.96,20225083-1757-44ef-9289-518cef0a83a9,eebe042a-6a13-4133-b768-03d7e64c9369
d6b26131-4b28-4b70-991d-bf9fb4ccfe52,532,-684.57,1483.07,9,0.77,0.0,150.89,fb848742-08fb-46d0-b620-05baefb8cc74,254f6ae9-0514-44c4-9358-31fa425339f2
879a26a5-7acc-4a9f-b421-dd7fe1116765,533,-407.264,284.88,3,0.58,0.09,115.99,eeed68aa-d396-483c-87e8-4cd58d419e00,8fc5df08-168f-4cbf-9b68-2580389ae0d7
1d5800c4-6fa6-481d-ba94-f433dab472b1,534,-2177.986096,304.34,9,0.65,0.05,31.76,5b8690c8-fb3a-4fad-9b44-a2fa7ec7765b,f8ac426e-bd1b-4289-af7b-ee392b687a2f
5f4dfb06-dda5-4744-b1dd-455942deda9d,535,386.1378,559.62,12,0.44,0.02,46.94,9b9e54fe-581e-4c8a-9613-f5e62e1a067c,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
c674eb60-9148-4597-b462-430e02841e17,536,265.1,398.35,20,0.44,0.03,19.84,0de47aad-ffaf-4597-ae91-c702c6551883,4ae74995-1034-481b-813d-ead1c7292f94
f4adf6b4-757b-4b47-997a-5c51d160a481,537,762.923008,1851.62,1,0.36,0.03,1889.99,f211e33a-3343-406d-864c-d9e6c0778b68,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
8beb631f-7ae9-4bd1-9067-5885e608416f,538,240.3477,348.33,11,0.38,0.04,35.99,fd06fd18-6329-478f-8807-9a87111081e4,cc691f6b-2019-4c1a-81df-0fe6a21d74e2
60d7da57-3922-4754-b566-da387e8a097e,539,-35.6155,99.43,4,0.38,0.01,22.38,f4c0b6d0-ef9a-4c47-a73b-86cb2513f9bd,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
77e5dc96-f7dc-4e0f-bd9a-508895e7ff34,540,326.25,1300.81,17,0.67,0.0,73.98,0ff89f64-c9ad-4d8e-bca6-ab8ef47d2449,bc93112c-d441-48a0-8c54-488f7c692d75
2e42e235-2a46-44a0-8f16-2489b3f77943,541,8.932,67.86,10,0.37,0.08,6.48,7c4d3e1f-6aa9-4c1b-8610-3100cff9e48a,eebe042a-6a13-4133-b768-03d7e64c9369
d34bc197-0a99-4102-bf40-0fd2eb699929,542,742.40388,2446.89,16,0.6,0.1,195.99,63c01531-2a4b-40d4-9b97-47994477d077,8fc5df08-168f-4cbf-9b68-2580389ae0d7
223fa15a-efaa-4bc0-89d0-d2232ec598cd,543,-22.48,18.67,3,0.35,0.02,5.58,bb8e9adb-60a9-49c7-916d-67dba319112a,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
af758e13-8406-4990-bd3c-bef4ffa80d84,544,144.2928,209.12,6,0.4,0.09,35.94,a0328bf5-665c-44f5-9bf5-ad3bd28bbd0d,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
d7d5fd30-5325-4d16-86e5-16d1ee0a68e5,545,43.125,62.5,13,0.36,0.04,4.91,54c4b62d-96de-4b30-ae70-d3bad1e869e9,a828de89-cc82-45d4-bf6e-a5b176032f59
2e2686c9-7071-46d0-897d-933d4be5d4b9,546,59.1813,85.77,6,0.49,0.03,14.34,be1b1a38-7b32-4bcd-9798-780fab55fd34,80b7eed7-b363-413b-8321-c4b57ac84a00
7f72ca0c-ef0b-4abe-b728-78c2b411f79b,547,-60.0072,579.55,5,0.59,0.07,140.99,9cf3fe2b-92b6-42b7-878f-c903dabbb2b3,8fc5df08-168f-4cbf-9b68-2580389ae0d7
fb49a7b6-51db-4994-9559-4fe9963f3abe,548,1196.8395,1734.55,14,0.38,0.09,150.98,d68716a0-cf13-4c6e-a1df-dbb9dfda96da,fde96d54-de2e-4f8d-bdf8-00923525dbd2
e506a97f-d9e3-4b46-b923-e811d15e2a15,549,-19.5796,51.03,13,0.58,0.1,4.28,440ac5f2-c9d8-4ee5-beab-332b3533111b,4ae74995-1034-481b-813d-ead1c7292f94
c938a8cd-8555-4bff-ace7-dec1712469c5,550,182.16,264.0,12,0.5,0.07,21.78,b06d7e06-c23b-493a-a252-3407d118d09f,c44d630b-0c0f-4b88-bf8a-97fe9dd80d23
9cd62f47-0bfa-4da3-912f-4a21c03c8b03,551,-26.12264,228.02,19,0.6,0.02,11.97,26187fcc-e5fe-4e8b-b1ae-0bb33ff186ea,23635f10-961f-480d-9314-60c20d2d0457
8096a34e-6bf0-4d62-afcb-9c018231c625,552,128.0253,899.81,12,0.4,0.1,80.97,f4b3a528-bb34-4398-be82-8fecbcb3aaed,7155a587-a7d3-4456-90df-46d01a7d5926
4671fce7-e695-4764-90ea-102809d9f95a,553,14.718,39.88,4,0.36,0.03,10.14,755072a5-2da4-4db5-8142-3f9830d58ee3,4fac729b-ee15-487d-9ede-92f1e01c133f
edfafa68-b75e-4ddf-be95-0c3e51aa625a,554,-14.378,19.54,1,0.45,0.0,17.48,528fce4e-77e1-4bea-a766-0bceda5059a2,4e0e9f58-0a12-43c5-a36f-aaf11745df19
ee841345-7da1-43a1-8996-0cf9df9b95c4,555,7.5,100.12,15,0.37,0.0,6.48,2a04b47e-8886-4c2f-afa7-05329e0968f3,eebe042a-6a13-4133-b768-03d7e64c9369
c9ad1d4d-131d-45ef-94da-d6e6e35a9412,556,-29.8984,68.46,11,0.35,0.02,5.58,da98b9f0-5e0b-4f95-bb10-4bf70ecd1754,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
6bb8a201-7f3e-4821-b4d2-e83966638bad,557,72.1858,836.47,24,0.4,0.09,35.94,627204ac-abf8-46d7-8a3c-f3c371d70728,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
dd440eac-0e1a-400d-ac28-fe39bbe87014,558,32.5285,169.48,17,0.36,0.03,10.14,ad99b92c-f73a-469b-98ac-a915ad508039,4fac729b-ee15-487d-9ede-92f1e01c133f
b14d7201-ccdf-482a-922e-a92a43b317af,559,54.6921,250.0,52,0.36,0.04,4.91,99bc1c8f-0fdd-495a-93cb-78c75d152624,a828de89-cc82-45d4-bf6e-a5b176032f59
5c8acabe-8d3e-4b6a-a552-9d8ee36f858c,560,1884.4621,6814.28,55,0.38,0.09,150.98,05c717db-fb43-4026-b1a8-fbd985758bc8,fde96d54-de2e-4f8d-bdf8-00923525dbd2
5256e5bb-4563-47c7-a9b1-c118b0be69c0,561,38.9672,343.07,24,0.49,0.03,14.34,8bc37481-af7e-41af-b52d-3e0721af806d,80b7eed7-b363-413b-8321-c4b57ac84a00
0837be00-30cd-4291-971e-3580ce0480e8,562,-21.0007,204.11,52,0.58,0.1,4.28,3c5b42fa-5f82-4c63-b2b0-9960bdb4d569,4ae74995-1034-481b-813d-ead1c7292f94
66a414e4-0237-43c5-a364-114bc42d8466,563,-99.76197,2434.12,21,0.59,0.07,140.99,5fb9d3b5-ae36-4bd6-bb20-66a50afab929,8fc5df08-168f-4cbf-9b68-2580389ae0d7
c0ccd221-ba75-47f3-a389-31557e499bfc,564,-54.3438,78.17,4,0.45,0.0,17.48,138e6278-b143-4cca-b3a0-b23616cca8ee,4e0e9f58-0a12-43c5-a36f-aaf11745df19
a4ad2d70-d2b4-4d8d-bd19-75312dcfef20,565,-79.6005,393.81,59,0.37,0.0,6.48,6b15f86f-9be9-4fe6-8dfe-ef7e9305087f,eebe042a-6a13-4133-b768-03d7e64c9369
ed5c144b-600d-41b1-a53f-dfadabc38e77,566,169.3559,3449.26,46,0.4,0.1,80.97,f8fe578f-101e-4510-9611-4bb9049d8e57,7155a587-a7d3-4456-90df-46d01a7d5926
55bcdc89-c071-4967-a648-b2890c5ec724,567,137.0686,1055.98,48,0.5,0.07,21.78,e90317a5-1828-4b32-9006-4929026f259d,c44d630b-0c0f-4b88-bf8a-97fe9dd80d23
69156524-a1a1-45cc-9b89-55b3004e2de8,568,-81.9413,912.06,76,0.6,0.02,11.97,c8f68fe0-5ab5-4886-9832-3bdee79021ca,23635f10-961f-480d-9314-60c20d2d0457
c221c08b-c205-43d1-9d9e-af65e0952eca,569,647.7627,5516.44,30,0.75,0.0,170.98,c8c12378-d497-4a9c-a12c-70b2727d611f,a089bdea-dcf9-49c4-8ce4-fd98c3c9b3ef
3f67504d-f6d3-40ac-a64f-c30c3633b1d8,570,-1231.98,783.96,8,0.78,0.06,100.98,f01a57ae-a8ec-4f9d-b893-1ed358283b4f,23f9b2e9-a232-44f5-a56b-5a94685c046e
fced9dfc-ac48-45b6-94d7-89bcce1d7d44,571,6.46,12.77,5,0.39,0.09,2.62,dfdb5532-ae24-4e2c-b48d-ceaae8a24f45,d8ac74b0-6467-45e0-83de-90b1bde6c20f
3a279aa6-e9a3-41d0-a44a-14d01153eb92,572,-51.75,61.52,4,0.36,0.09,15.28,1b155062-eb3e-4b42-a898-28d38f4d3eed,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
8ec1a417-cabe-420d-a2f5-2a6a763c0715,573,-1.0,8.3,3,0.83,0.04,1.98,9e50b878-9a94-4a6d-9891-0a3d8421cebf,d8ac74b0-6467-45e0-83de-90b1bde6c20f
ee7ef147-b0e5-4f60-be1f-9b1a813668c5,574,-14.076,12.55,1,0.4,0.07,8.04,ee3b8675-1e89-490a-af7b-f850ef6d2b1d,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
5d7f9aaf-8b37-42a5-8fe7-51258915208e,575,-13.016,26.91,7,0.35,0.09,3.98,f4d12638-a779-426d-bce2-67e9f90f7039,4fac729b-ee15-487d-9ede-92f1e01c133f
1799b52d-03a8-4397-8e2a-51c2728aa0f5,576,-135.7928,129.73,4,0.85,0.03,35.99,991d66f6-c91e-4d69-8f6e-6b7a4de7ff59,8fc5df08-168f-4cbf-9b68-2580389ae0d7
b2eaf128-afe9-4701-8d75-c919f4eeb458,577,-108.1345,33.17,6,0.39,0.1,5.53,3e935564-e392-444f-a748-6cf9d87c5be3,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
2b7b43c6-a806-429b-85f2-e9aa36649cac,578,-10.27,4.57,1,0.56,0.03,3.28,0559d7c4-95ca-4695-bc97-66abc343a38e,4ae74995-1034-481b-813d-ead1c7292f94
2bfbe8c5-64f2-44b9-b1df-f8ceeeecef92,579,-221.254,416.95,9,0.83,0.03,55.99,b579371a-a33c-4215-a5b2-a241bbd98435,3533aea2-a740-4e6b-8dcb-2a97f4490cc9
786244d3-88f4-4ea3-bdc0-0b389ac156e3,580,-11.57,18.71,11,0.59,0.1,1.68,a9912bd8-e7cd-4b7d-9cd9-8662c5110ef9,4ae74995-1034-481b-813d-ead1c7292f94
f1b57c70-d00d-4943-9822-a27d48d0fdea,581,-896.94,771.99,6,0.74,0.04,122.99,882ed6de-393e-407e-a05c-f91a039864cd,254f6ae9-0514-44c4-9358-31fa425339f2
2fecd220-4a26-4b72-957c-db3b64776c13,582,-61.87,40.95,9,0.38,0.0,4.13,2b2a436f-693b-4cbf-97c3-add4644eb26d,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
6196637c-69cc-4919-bb7c-448b7696bbc0,583,-78.98924,33.45,2,0.57,0.09,20.99,40e6fb73-c9d9-4778-bd38-3fe7b0846e19,cc691f6b-2019-4c1a-81df-0fe6a21d74e2
1d092f02-0ebe-4b79-bbd3-b71bde035129,584,-139.6488,680.71,6,0.69,0.08,113.98,b86ed445-081c-4e4c-9fc7-6718467e9e28,254f6ae9-0514-44c4-9358-31fa425339f2
b274eb72-3282-41eb-8c82-a21b630441e8,585,81.552,125.97,8,0.42,0.05,16.48,191b5078-17c6-45d3-bd02-7ed64520978a,4e0e9f58-0a12-43c5-a36f-aaf11745df19
d61a4015-0548-4c22-94a9-dac7d283434d,586,-63.1925,12.13,6,0.37,0.08,1.8,b2e70ad6-5be4-49ed-bebb-01c6dc81e2ee,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
112dc3e2-18d7-43b4-b5e0-71dc9e28af9e,587,-41.262,26.57,4,0.37,0.0,5.4,3f3e23b6-eca6-4f88-a89b-dd9d9d84ea8b,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
f80d43d9-1685-4b42-b93a-051d6540ce0d,588,-183.2844,29.97,1,0.75,0.09,30.73,8aa97b45-81ee-457d-a634-6b7d374a722b,bc93112c-d441-48a0-8c54-488f7c692d75
f360fe22-cf21-4399-9ed0-9f08c2b1e1af,589,132.687,192.3,7,0.4,0.09,28.48,96697b6b-8aff-4d1f-a566-9029d08c36fe,4e0e9f58-0a12-43c5-a36f-aaf11745df19
3fb1085a-1db9-4fca-94dc-5d70b8468b97,590,160.596,282.97,15,0.49,0.08,20.24,0356b9d5-7670-4d32-9db4-80e48fec1065,80b7eed7-b363-413b-8321-c4b57ac84a00
20610abe-9334-4a32-8a6b-42482aee2711,591,-394.40352,796.89,11,0.73,0.05,70.98,996d89cd-c734-4ada-ae2d-6f8cfca703bf,254f6ae9-0514-44c4-9358-31fa425339f2
48167d73-4498-45f2-be82-079e771afe9a,592,-135.16,102.54,20,0.64,0.04,4.98,bf323ec6-1fdc-4d72-b3d7-b15af3baf8eb,4e0e9f58-0a12-43c5-a36f-aaf11745df19
6b234ddd-a8c3-4729-83a1-b2337bb24a6e,593,-29.532,14.41,3,0.38,0.0,3.98,336bf5b7-8d2a-4500-aa1b-886f24366922,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
ca665da5-c992-43c3-bba6-a3eceaccf9ee,594,-193.39,72.94,11,0.37,0.02,6.48,0f449223-362b-4135-9fd0-4013ba827597,eebe042a-6a13-4133-b768-03d7e64c9369
247ed9ab-1a08-45e0-a9a9-1182a3c90e55,595,-64.944,341.59,7,0.8,0.02,55.99,81483930-dad8-48e3-a189-2a37d2a25fd8,3533aea2-a740-4e6b-8dcb-2a97f4490cc9
628ec140-af49-4ee7-8b16-b6657a16710e,596,3282.5196,4996.96,22,0.57,0.01,218.08,d1ab815e-b1f0-4cec-bd63-80b9fe9dca3c,7951f709-3401-4b75-b72d-d8453a4a03ee
86c5d437-9bc2-4aa8-ab00-cf5f83f59940,597,520.8189,754.81,10,0.57,0.09,81.32,9f836b9c-ba56-4ed4-863e-a1d12ca06290,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
20972569-9645-4a6f-8379-0a57272127a8,598,15.416,93.68,18,0.4,0.08,5.28,fc8d9711-2c82-4ff5-877a-03dc84f25993,eebe042a-6a13-4133-b768-03d7e64c9369
1821181b-6888-4737-937d-02b434080017,599,112.8,360.64,19,0.37,0.01,18.97,9fb66e04-5fa9-43b0-b58a-a62a5316574e,eebe042a-6a13-4133-b768-03d7e64c9369
06911450-15d9-4806-b9b4-90e8c38cad82,600,15.36,266.66,3,0.36,0.04,90.97,77c901ee-ffad-4186-bd45-03b72d47d92c,ca9f7d3b-7efb-4b94-8af6-123d843d2365
7a7e3730-fd71-4ea4-b5ed-07dc02be6893,601,2.4,395.61,12,0.55,0.09,33.98,0a1f900a-91aa-4813-b67f-40973ecfb21a,50a1588e-86bc-4b5f-b4d8-9d712d77ae57
81cc2f21-00bd-4297-ad71-950b5d476ea8,602,1419.9303,2057.87,18,0.35,0.1,120.98,c2b8353e-373b-4ade-a372-5e2c783449e5,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
f4cc287b-8c93-46b6-8d8c-388c266c5ac7,603,12.0428,357.74,41,0.38,0.02,8.6,14d97f52-dd6b-4683-a13e-6db3495dde3e,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
8c21635f-3541-4764-8b85-1ec44fa16ab9,604,33.98895,103.88,2,0.67,0.02,44.43,a24afc2d-9df7-4a37-830e-837232911df6,f8ac426e-bd1b-4289-af7b-ee392b687a2f
5296a314-da59-4644-afb9-d510b1eaf95d,605,-7.04,29.22,2,0.59,0.05,10.89,e68bc21d-8dcc-4533-b3bc-99b786553840,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
a1cae652-580e-4006-8ac7-cb3cdba416eb,606,-5.64768,10.08,1,0.37,0.06,6.48,622ffa57-f4b1-4271-921f-5c8e92899227,eebe042a-6a13-4133-b768-03d7e64c9369
ae988fa0-ff45-4598-bd6c-25af5824d3d8,607,995.436,1810.18,14,0.59,0.09,136.98,8a51e599-6684-409d-9754-f55de753025f,a505c470-5f65-428b-97fd-e090e17a8f47
b0699e14-7ce1-4059-994f-cbb4b4fd3b32,608,-154.66,134.56,12,0.64,0.01,10.97,730ad9fb-5864-4080-9b69-86362719d986,bc93112c-d441-48a0-8c54-488f7c692d75
214f4fe8-bdf9-4c87-b131-d140c1511e39,609,-1775.83,1068.45,9,0.74,0.06,122.99,a00d87c3-dec3-43de-82e7-035e29a6b761,254f6ae9-0514-44c4-9358-31fa425339f2
f016bf01-751d-451f-9247-fdc3ee495fce,610,457.81,5371.4,26,0.58,0.07,208.16,41d904da-e836-43ad-9320-5e945bb34b84,f2d4d151-0bc2-458b-a4d8-57e8d540e540
a0434b49-e5be-4287-bba9-c644cf9d3542,611,503.2377,729.33,8,0.36,0.05,90.97,bd84fcb6-5511-42e2-97c0-adc340c07452,ca9f7d3b-7efb-4b94-8af6-123d843d2365
7f1f7e15-2c6d-4842-8664-440e7e658324,612,-433.290143,2151.35,12,0.74,0.06,179.29,bc72c058-8b01-408c-b8ca-bce5aedf1888,f8ac426e-bd1b-4289-af7b-ee392b687a2f
8044985a-d21a-4f50-87a3-c27d8208f80a,613,239.4,1121.39,21,0.59,0.07,65.99,f745ea36-3fe6-48be-9ef5-356ddcb1a6ee,8fc5df08-168f-4cbf-9b68-2580389ae0d7
6ab4fe51-1d45-45d5-b851-3323fce7b34d,614,3057.7212,4431.48,13,0.55,0.06,350.99,fa63eff0-e586-43f6-bc7b-c4501601409c,254f6ae9-0514-44c4-9358-31fa425339f2
83dbd053-376f-42e5-b889-6c2c4ab79bb4,615,299.35,492.18,10,0.56,0.02,48.58,a72f31b6-b0ed-44a0-b1ef-c1b4a483436a,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
9255e58b-847a-482e-865c-af218b7fe2fe,616,-89.65262,85.07,13,0.38,0.0,6.37,52a5b8cc-a881-4ef3-8f94-94ceb846d68f,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
7c904cdb-036d-4521-8909-ba0e8e1add74,617,-7.834536,66.04,4,0.39,0.0,15.01,d2bdc4ab-a671-443f-a65e-217de58e5d4f,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
290efcbf-258e-46b1-b120-7b56bfbee657,618,15.8952,70.16,8,0.52,0.01,8.33,d7399b6f-75b4-4f0c-a473-5905c0c845fc,4e0e9f58-0a12-43c5-a36f-aaf11745df19
9a2385aa-3a60-4d76-8d88-8a177e50874c,619,-21.72,81.85,9,0.47,0.1,9.85,0160ac15-ae20-46d6-af01-672a100a143b,4ae74995-1034-481b-813d-ead1c7292f94
b472670c-2e28-43c8-b8c2-a677bd92258f,620,81.346275,1355.05,19,0.69,0.1,70.89,d40cb433-9cfb-4d1b-856a-705193786994,f8ac426e-bd1b-4289-af7b-ee392b687a2f
74fe3527-c0ae-4b7c-8139-ccfe4149d7ae,621,24.2,87.04,4,0.39,0.1,21.98,8a8477d5-421f-4005-ab69-4d1b89976502,4fac729b-ee15-487d-9ede-92f1e01c133f
c19e8cc3-f9ff-456e-861d-f1fe242d8108,622,-2.23,206.1,18,0.35,0.07,11.58,7bccb290-c284-4d65-b260-1cf3471b594a,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
1d5c2091-b0ea-429b-86ad-de51bc6c2c90,623,267.4072,2103.2,14,0.62,0.1,160.98,38b4b102-22bd-4687-b15d-c6f0ca12ce06,254f6ae9-0514-44c4-9358-31fa425339f2
20adefe0-193c-4d2c-8f68-a4d3c1ceb010,624,255.7278,370.62,24,0.39,0.01,15.04,ebdb4bc0-f875-4307-9539-a71dfe799923,4fac729b-ee15-487d-9ede-92f1e01c133f
e9781083-df17-4193-aaf5-b6241323093f,625,-159.21,808.96,8,0.62,0.04,100.98,d46305a9-7bc0-46ab-b65d-9872d82448cb,23f9b2e9-a232-44f5-a56b-5a94685c046e
4efd666a-2608-4f2e-bc88-f1f211e89906,626,10.74,280.62,32,0.52,0.01,8.33,518d4145-f5d3-4a2e-a5bc-ff832e855e96,4e0e9f58-0a12-43c5-a36f-aaf11745df19
b512219e-0a3f-4b9c-858a-aae1eaed27a3,627,3325.03,18407.67,54,0.55,0.06,350.99,ed24e2cc-7bc5-4143-8827-b25d25fc40c2,254f6ae9-0514-44c4-9358-31fa425339f2
f63a7c97-1c53-4587-b133-fa24b74f23bd,628,-2.23,812.96,71,0.35,0.07,11.58,02d9cb9c-1359-4d1a-a8b1-f4021f3d0e21,bc1c3f2e-218d-4ac0-a5dd-175cb5fc121f
aff223d1-723e-4807-8e41-42bbc9d5b3cc,629,299.35,1968.73,40,0.56,0.02,48.58,741aaccb-ddc2-421d-a5bd-549230d4cb70,7ba92b84-7e73-4d64-8f1d-b831c671a3fc
0c9f989c-9c35-4189-a04e-eb8f78662778,630,-17.29908,3825.05,29,0.39,0.0,119.99,98d2efab-eb72-403e-85e8-ede9c11535d3,7155a587-a7d3-4456-90df-46d01a7d5926
7c175e4f-aa47-42b1-b7c4-9bcd2313919b,631,-115.6808,346.83,53,0.38,0.0,6.37,64b26532-7dbe-480b-a33b-73c758a43375,ea5a0899-7c7d-4411-8b03-be9d8339e1ee
205e88d6-8738-4e2f-94f1-f5049a9e155a,632,-27.15,318.32,35,0.47,0.1,9.85,0623f4a9-8e03-4c36-830b-0d6d53a87a67,4ae74995-1034-481b-813d-ead1c7292f94
dbc2a3ac-2508-4b5d-904f-9681cb7ab13b,633,54.23085,5277.58,74,0.69,0.1,70.89,4b4a18dc-6e8b-4a1b-ac73-54e44d7075e3,f8ac426e-bd1b-4289-af7b-ee392b687a2f
